#Punto Sigma_B Eta_B stetson_L_B CuSum_B B-R
3 -0.00825798842561 2.50544351177 0.338383640953 0.195861997945 -0.4013
4 -0.00778098186928 2.5359838387 0.252391615802 0.164354982804 -0.396525
5 -0.00776456525209 2.55138833466 0.213656510009 0.132393511662 -0.39948
6 -0.0084773172613 2.42278689329 0.0615865325233 0.118609564839 -0.389033333333
7 -0.00845713124731 2.25552509421 0.113734298574 0.108382146759 -0.392314285714
8 -0.00821813863032 2.2301241888 0.0568534989184 0.0918806849581 -0.3921125
9 -0.00782060119328 2.23476554327 0.105103054028 0.0928505027791 -0.392644444444
10 -0.00747452726038 2.22861883895 0.128590209415 0.100465517696 -0.39107
11 -0.00724688772502 2.22076618908 0.194505924963 0.114602080531 -0.389963636364
12 -0.00734895438224 2.27922902017 0.199929088427 0.100422158259 -0.389041666667
13 -0.00719342400005 2.24959061088 0.180077246327 0.111194001982 -0.388323076923
14 -0.00702574473586 2.24529768005 0.225233980286 0.115230469349 -0.387985714286
15 -0.00693442509394 2.24999304692 0.2244987546 0.107579948794 -0.38576
16 -0.00677398179216 2.23649980131 0.251987264877 0.112391915163 -0.3845125
17 -0.00674686551795 2.19747888178 0.337926669076 0.12153965526 -0.384011764706
18 -0.0068828660384 2.2046134966 0.356059314184 0.125401913369 -0.380816666667
19 -0.00699873818249 2.08706376788 0.431274053739 0.144421162442 -0.380052631579
20 -0.00688281837299 2.05412723259 0.506188122765 0.157393392245 -0.378975
21 -0.00688668442195 2.04685125881 0.528506328129 0.163572497966 -0.376347619048
22 -0.00696795664658 1.93422060466 0.609124512488 0.18321540844 -0.374004545455
23 -0.00769534626352 1.63717473523 0.685287569145 0.201772859149 -0.372504347826
24 -0.00803141274665 1.52070346816 0.77653561463 0.223730024921 -0.370458333333
25 -0.00821437064216 1.42752908038 0.894296870319 0.238993503709 -0.366976
26 -0.00887353749182 1.28875007522 1.00551521652 0.254762811943 -0.365807692308
27 -0.00901397180114 1.22182086432 1.09478410891 0.271174604297 -0.363362962963
28 -0.00922508295113 1.14529469076 1.20181717073 0.289048534004 -0.361103571429
29 -0.00975993395912 1.07389771573 1.29182078851 0.301709649908 -0.359934482759
30 -0.0103170888339 0.986776106031 1.38242699691 0.316554943045 -0.36025
31 -0.0106924265018 0.895504336342 1.53552092547 0.334121493785 -0.359858064516
32 -0.0110073927456 0.835972818669 1.67903656453 0.347347426336 -0.3585125
33 -0.0114471097725 0.756558975532 1.85693452842 0.359497416283 -0.357503030303
34 -0.011751498265 0.707677677344 2.01281016987 0.369268371496 -0.356355882353
35 -0.0121158587837 0.654358564989 2.19148384775 0.377713339435 -0.355722857143
36 -0.0124889486291 0.603772487656 2.35505711489 0.385041497519 -0.355119444444
37 -0.0127890908439 0.574685346854 2.48346766589 0.390414279847 -0.354294594595
38 -0.0131157454278 0.607876326571 2.59934199269 0.38799255001 -0.352413157895
39 -0.0134067616079 0.575143411818 2.73648235844 0.392952004949 -0.351402564103
40 -0.0136032932206 0.552472072594 2.88271766806 0.397282254376 -0.349785
41 -0.0139464160277 0.60317534689 2.94655445754 0.393096915525 -0.347890243902
42 -0.0141298921678 0.581624202108 3.08226668442 0.396882198463 -0.346352380952
43 -0.0142291750627 0.567585257872 3.13355688765 0.399881332762 -0.345348837209
44 -0.0143739197397 0.546733434716 3.26710574815 0.402928678592 -0.344427272727
45 -0.0146058115532 0.545816054984 3.3286847122 0.403505018463 -0.342577777778
46 -0.0146791554499 0.530558972213 3.37921939353 0.405747103095 -0.341147826087
47 -0.0148387879696 0.517827147543 3.39891188943 0.40697739664 -0.339761702128
48 -0.0150065814618 0.499706780775 3.4435362856 0.408019049258 -0.338629166667
49 -0.0151867151302 0.485107562092 3.47676965412 0.40842356718 -0.337946938776
50 -0.0152839099768 0.475721652917 3.50769349198 0.409021983116 -0.337268
51 -0.0154562951526 0.464166225519 3.51533357725 0.410086672629 -0.337384313725
52 -0.0155257756138 0.451979910657 3.58577397044 0.411578291761 -0.336288461538
53 -0.0155471262634 0.474835743101 3.60077146873 0.40888175414 -0.334941509434
54 -0.0156488109735 0.500249138186 3.6113661053 0.407667310163 -0.334440740741
55 -0.0156326317464 0.493873703317 3.63596854935 0.409170054076 -0.333647272727
56 -0.0156479779161 0.4869308833 3.69661163885 0.41041280046 -0.333010714286
57 -0.0157167989576 0.481277620341 3.70695464694 0.411383116705 -0.332422807018
58 -0.0157742267318 0.475324729582 3.70708236054 0.412305109304 -0.33155
59 -0.0158110448803 0.468824743951 3.73126124336 0.413014746437 -0.330974576271
60 -0.0159052103771 0.45744501569 3.78081527208 0.413573588019 -0.330878333333
61 -0.0159514048008 0.451458267108 3.81420704487 0.413773487994 -0.3303
62 -0.0159523571354 0.446990708225 3.85293889582 0.414211791688 -0.329856451613
63 -0.0160094219329 0.439123286958 3.85935274405 0.414370082775 -0.329212698413
64 -0.0160251417843 0.434261804125 3.89258791379 0.414300272907 -0.328975
65 -0.0160996025897 0.437009077287 3.88940428578 0.413473775047 -0.329149230769
66 -0.0161343327368 0.430368825526 3.91734439713 0.413426455725 -0.328963636364
67 -0.0161643162181 0.423021714026 3.95967339933 0.413422101885 -0.328562686567
68 -0.0161545542838 0.429086363388 3.94231469416 0.412342439988 -0.327872058824
69 -0.0162014328982 0.422110925365 3.98626243468 0.412038244739 -0.327575362319
70 -0.0161435045731 0.419443418168 3.97438169748 0.411648568018 -0.327092857143
71 -0.016063733786 0.424544895369 3.9280200101 0.410116248807 -0.326064788732
72 -0.0160344710008 0.420903994917 3.92006019962 0.409904030732 -0.325668055556
73 -0.016001877304 0.420907960381 3.8860369117 0.409512230498 -0.324661643836
74 -0.0159505428955 0.419352083283 3.86471285892 0.40912428673 -0.323894594595
75 -0.0159401944018 0.41896645261 3.83875599523 0.408581673672 -0.323441333333
76 -0.015889460977 0.418744282774 3.81625175137 0.4078732489 -0.322725
77 -0.0158314460502 0.417153366696 3.80177304543 0.407346201146 -0.321957142857
78 -0.0157727834146 0.417480176504 3.79258311409 0.406368349763 -0.321347435897
79 -0.0157119470024 0.417559399255 3.7773584682 0.405523501252 -0.320820253165
80 -0.015656200717 0.415823379925 3.78448878628 0.404877215109 -0.32028125
81 -0.0155947268052 0.414906454335 3.79364124266 0.404115365301 -0.319587654321
82 -0.0155326936534 0.41428582187 3.78218110831 0.403314615896 -0.319131707317
83 -0.0154688648244 0.413486268476 3.75731866832 0.402424590979 -0.318426506024
84 -0.0153980935304 0.414942360149 3.7188281968 0.401434748323 -0.317813095238
85 -0.0153272655258 0.414475971699 3.68897147009 0.400062609794 -0.317369411765
86 -0.0152542358961 0.414961651349 3.65345612447 0.399016030491 -0.316741860465
87 -0.0151845588603 0.416086295886 3.61697847266 0.397690337909 -0.315889655172
88 -0.0151461206422 0.422381070518 3.57844920058 0.395724411603 -0.315210227273
89 -0.0150833012628 0.421570431783 3.55058254157 0.394759246227 -0.314631460674
90 -0.0150230309868 0.422439487146 3.51024634382 0.39355640471 -0.313778888889
91 -0.0149623675038 0.422964574027 3.48342079167 0.392350071514 -0.313130769231
92 -0.0149133665976 0.427274271468 3.46609890346 0.390763466995 -0.312763043478
93 -0.014841465919 0.427244254403 3.44152878468 0.389526750658 -0.312276344086
94 -0.0147712842849 0.427421947165 3.4095959553 0.38820514903 -0.31159893617
95 -0.0147081203891 0.427069285769 3.3930195677 0.387097378575 -0.311235789474
96 -0.014641614096 0.428520677397 3.36193206889 0.385663836377 -0.310813541667
97 -0.0145806692758 0.42902533584 3.33175368228 0.384495728341 -0.310190721649
98 -0.0145139447997 0.430356666248 3.2885958884 0.382888348331 -0.309724489796
99 -0.0144492188333 0.43150088917 3.23833745468 0.381915672636 -0.30903030303
100 -0.0143921610295 0.433270344545 3.19739617619 0.379841536368 -0.308352
101 -0.0143295213732 0.435597244629 3.1474461827 0.376826792584 -0.307692079208
102 -0.0142612323601 0.436078740015 3.09978120906 0.374919741011 -0.307184313725
103 -0.0142002381207 0.438436359357 3.05094857952 0.37367614022 -0.306661165049
104 -0.0141348539502 0.438621678108 3.00495782489 0.372647026088 -0.306064423077
105 -0.0140871095994 0.443841303163 2.96365202003 0.371022251803 -0.30546952381
106 -0.0140354085174 0.445506887341 2.92912627306 0.370580683212 -0.304829245283
107 -0.0139803152663 0.445758070855 2.89127655668 0.370649822177 -0.303981308411
108 -0.0139422906837 0.44707279141 2.86016078197 0.370210341269 -0.303708333333
109 -0.0138949275924 0.446670284676 2.83971086733 0.370924341823 -0.30333853211
110 -0.013915042983 0.462227091577 2.83747980409 0.370629742384 -0.303003636364
111 -0.0139502230845 0.473005248546 2.82168241769 0.371643326799 -0.302097297297
112 -0.0139237287337 0.471620019064 2.81035733152 0.37323467811 -0.301530357143
1152 -0.0138555248796 0.470876653792 2.8039479592 0.377247740984 -0.299922743056
