#Punto Sigma_B Eta_B stetson_L_B CuSum_B B-R
3 -0.00558122820872 1.58105137822 -0.171908320822 0.249918237698 0.871233333333
4 -0.00548980822874 1.64567242316 -0.137793587616 0.182352362408 0.877325
5 -0.00560567675277 1.80371308963 0.0149785651584 0.125622384292 0.88038
6 -0.00610719353973 1.87572049366 -0.0927900639126 0.144880906202 0.886583333333
7 -0.00574677966164 1.93190004576 -0.0728676740932 0.111866253818 0.886528571429
8 -0.00581774051034 1.75612088889 0.0386067164654 0.104416459698 0.886675
9 -0.00590319716172 1.74760517945 0.0868378847405 0.14340281866 0.887644444444
10 -0.00645007023352 1.53691137969 -0.0323365387273 0.178732087852 0.89444
11 -0.00624586925452 1.55212816078 -0.0723007030584 0.179044765204 0.896636363636
12 -0.00636663935977 1.48288148608 -0.0424088402095 0.192351812203 0.89895
13 -0.00695982555397 1.31806658882 -0.0206424778928 0.225365074733 0.903846153846
14 -0.00713456437078 1.31505190605 0.0880965900638 0.251185895457 0.906757142857
15 -0.0077505388687 1.08028148491 0.370062942324 0.280137286719 0.910046666667
16 -0.00925871011572 0.755846086751 0.43694737716 0.304687681661 0.9178625
17 -0.0103734654669 0.613641643336 0.660670998186 0.337505347775 0.923905882353
18 -0.0110321350932 0.524038439688 0.837304784292 0.362094472772 0.929788888889
19 -0.012421326897 0.511819844632 1.0229547254 0.36958519727 0.936315789474
20 -0.0129200239329 0.457743785756 1.12037575905 0.383696396497 0.941865
21 -0.0129243714517 0.449453161424 1.1711712835 0.390603200438 0.945057142857
22 -0.0129168808633 0.437078655999 1.21314406949 0.398440349615 0.948218181818
23 -0.0131379051167 0.419195840823 1.15033486107 0.406306510899 0.95302173913
24 -0.0134576774451 0.389464981432 0.999948260412 0.413369929943 0.959216666667
25 -0.014223846602 0.352519802218 0.836434943299 0.417212018678 0.966592
26 -0.0147964576305 0.323865283069 0.667949786607 0.420802472689 0.973357692308
27 -0.01526895301 0.298457156306 0.525195256359 0.423558498293 0.979655555556
28 -0.0156062110706 0.278817857351 0.347682814774 0.426313030261 0.985375
29 -0.0157994356512 0.26900008713 0.166295497596 0.42828291935 0.990662068966
30 -0.0159495323866 0.268439920365 0.0181016546511 0.429883746193 0.995496666667
31 -0.0163922507913 0.257834906052 -0.103559017208 0.429491659429 1.00139354839
32 -0.016719962317 0.251988110574 -0.170797419646 0.429608609037 1.006346875
33 -0.0169610621791 0.242617139641 -0.235307765747 0.430215058537 1.01094545455
34 -0.0168611368572 0.239442900957 -0.313557013607 0.430276054051 1.01373529412
375 -0.0167384991124 0.241229945185 -0.567658394434 0.426419018413 1.02396266667
