#Punto Sigma_B Eta_B stetson_L_B CuSum_B B-R
3 -0.0144235222199 1.9604450713 -0.179802877739 0.179103367985 -1.42663333333
4 -0.0144852312318 2.00405586823 -0.0894683434654 0.148005600637 -1.431725
5 -0.0139963454084 1.79246445738 -0.134835277785 0.191687011991 -1.46996
6 -0.0135603661677 1.76153107071 -0.277469803811 0.216646301632 -1.52578333333
7 -0.013593490646 1.81310653428 -0.338465678201 0.190536335723 -1.55805714286
8 -0.0131325357242 1.77176423908 -0.252420258831 0.192577555456 -1.59605
9 -0.0133717133806 1.76529270922 -0.247166556984 0.151105068289 -1.62157777778
10 -0.0136798475222 1.88351054398 -0.226722493503 0.145247327953 -1.63211
11 -0.0139125389351 1.81264421807 -0.255563291723 0.146285368368 -1.64901818182
12 -0.0149602002567 1.63348976312 -0.260856781546 0.15587627714 -1.67595833333
13 -0.0149640977753 1.60983441394 -0.275484738707 0.171906126248 -1.70916153846
14 -0.0153879935678 1.67803648401 -0.237308871348 0.171527142138 -1.71718571429
15 -0.0156242143157 1.64830436641 -0.25152720774 0.180104884558 -1.73501333333
16 -0.0153285373385 1.64946886063 -0.188432405484 0.178405962603 -1.74448125
17 -0.0155865568945 1.6577625307 -0.180987341989 0.180394007326 -1.75995882353
18 -0.0153269814936 1.68923193486 -0.137168488686 0.171312964319 -1.76413333333
19 -0.0151675019698 1.66028522002 -0.0862695440057 0.178121277004 -1.76460526316
20 -0.0152251417154 1.63585444634 -0.0236578053317 0.186785974173 -1.76804
21 -0.0149863862984 1.61935261266 0.0153048800516 0.191324465775 -1.77158571429
22 -0.0148735851645 1.63689877541 0.0327998026918 0.183035106614 -1.78071363636
23 -0.0149913030267 1.62976744233 0.0799090655729 0.177304396278 -1.7857
24 -0.0148265415526 1.60507653742 0.126283676785 0.182113821173 -1.78985416667
25 -0.0146598028961 1.59205220315 0.12473916487 0.183151808297 -1.788388
26 -0.0145584632414 1.59665771984 0.138398490864 0.182462537547 -1.79505769231
27 -0.0145360707235 1.62331610367 0.151502795297 0.182536591847 -1.79725925926
28 -0.0147279723762 1.59504398429 0.144292747924 0.188490915158 -1.79726428571
29 -0.0148582356516 1.55549210545 0.0975835643789 0.197135160841 -1.78525172414
30 -0.0150541574266 1.55252333049 0.0400872985184 0.202576716252 -1.76656
31 -0.0150831996152 1.52537707435 -0.0131901372167 0.206976972942 -1.74747741935
32 -0.0152316849954 1.47538099592 -0.0923959812659 0.213194381204 -1.73395
33 -0.0151585200139 1.46366251968 -0.0760524491604 0.203661711476 -1.72758484848
34 -0.0152383528026 1.43602847428 -0.00683814972906 0.194050480718 -1.72003529412
35 -0.0154026627842 1.38672394812 0.0129698159855 0.199385666985 -1.72175142857
36 -0.0155697255542 1.35033849098 0.0210877755994 0.203011488666 -1.72819722222
37 -0.0155078461478 1.35533583436 0.0203388095288 0.201316383877 -1.73464594595
38 -0.0157567310364 1.34879261417 0.00869361702083 0.198455134179 -1.73963157895
39 -0.0157818714964 1.35793579682 0.00410035920114 0.195659340069 -1.74714871795
40 -0.0156380063295 1.35504672757 -0.0088312470628 0.195834207725 -1.75633
41 -0.015502206892 1.35215314966 -0.0278979745361 0.196213251607 -1.76453658537
42 -0.0154158702887 1.36105237174 -0.0236549929008 0.191994480941 -1.76021190476
43 -0.0154193375931 1.36347770379 -0.0256789491915 0.184103325439 -1.75718837209
44 -0.0153408037996 1.35159639516 -0.0162206660049 0.176623017053 -1.75656818182
45 -0.0153059521235 1.37348172966 -0.00925941325629 0.172643859912 -1.75455333333
46 -0.0152029900476 1.38788102824 -0.00957434242196 0.170233664959 -1.75366956522
47 -0.0151467181424 1.40716356526 -0.00133411707393 0.168027051863 -1.75528085106
48 -0.0151548769762 1.38156667494 0.0230528570201 0.169930036022 -1.75578541667
49 -0.0152134813376 1.37100394226 0.0387111530887 0.170446770308 -1.75659183673
50 -0.0152022328944 1.36203739691 0.0671054340273 0.171487358105 -1.75455
51 -0.015107884756 1.36143151145 0.0817093312075 0.171767724042 -1.75401568627
52 -0.0150045040333 1.36761530634 0.0732305195891 0.169569635583 -1.75371538462
53 -0.0148770224732 1.37007927944 0.0741492723317 0.167504469615 -1.75444528302
54 -0.0149501984341 1.37942776848 0.0842483790418 0.161714056444 -1.75496296296
55 -0.0149545708599 1.36749854323 0.0963563347124 0.154796418785 -1.75661818182
56 -0.015164901455 1.33988024155 0.0953672678024 0.144209670106 -1.7546625
57 -0.0153571989057 1.34185595292 0.109174466914 0.135503656257 -1.75678070175
58 -0.0156943715377 1.31324930869 0.125105634005 0.134582690932 -1.75727931034
59 -0.0162013229006 1.24202940719 0.138002038133 0.140288876245 -1.75735084746
60 -0.0163836547208 1.25046600198 0.148146097217 0.139180516118 -1.75802166667
61 -0.0163151735049 1.24892211838 0.161442389574 0.141052929729 -1.75899508197
62 -0.0162475919721 1.24136679697 0.180975785086 0.143070405648 -1.76103870968
63 -0.016220000438 1.24156710799 0.191785472379 0.148421070157 -1.76238095238
64 -0.0161381676464 1.23973256861 0.202281807771 0.151002957968 -1.7637171875
65 -0.0160508099133 1.23528101043 0.214667860129 0.1554307341 -1.76438615385
66 -0.0160340777273 1.23510933616 0.216991816301 0.15412767779 -1.76563181818
67 -0.0159708907053 1.23818505285 0.214809024688 0.148014368365 -1.7677
68 -0.0160054006402 1.24400598002 0.218614982639 0.143432795557 -1.76999558824
69 -0.0159423860381 1.2586017375 0.211999700383 0.141812631594 -1.7687115942
70 -0.015892624963 1.26904844752 0.203735775666 0.139776910157 -1.76352714286
71 -0.0158329861439 1.27148803158 0.184033357309 0.13964301568 -1.75886901408
72 -0.0159575618044 1.31250542945 0.192028201031 0.135680081394 -1.75808055556
73 -0.0158910175139 1.31243614246 0.201420636784 0.134748694676 -1.75937671233
74 -0.0158881761966 1.31792620028 0.192685467307 0.136723535083 -1.75818108108
75 -0.0158693556568 1.31087275869 0.185117596557 0.141723271873 -1.75749866667
76 -0.0158230864308 1.3120181376 0.19524387121 0.142570205823 -1.76082236842
77 -0.0158477451361 1.3080701558 0.201162227711 0.140379769837 -1.76331948052
78 -0.0157764565441 1.30698887943 0.203486275119 0.141514821661 -1.76518076923
79 -0.0157211843006 1.30299991179 0.187679947785 0.14372636659 -1.76392405063
80 -0.0159387126546 1.3084221368 0.16663695294 0.149708143952 -1.759235
81 -0.015904106532 1.30651282351 0.147964842397 0.15247327231 -1.75554320988
82 -0.0159449692008 1.2947206185 0.141159274121 0.157382862623 -1.75369268293
83 -0.0158906317146 1.3001952526 0.139107095301 0.157588300981 -1.75250361446
84 -0.0158821282764 1.29890929908 0.129290246782 0.158175041743 -1.75179880952
85 -0.0158503611716 1.29392488672 0.132723619611 0.158540523487 -1.75105294118
86 -0.0157859864243 1.29212286714 0.120205238859 0.160138822402 -1.74912790698
899 -0.0156973174794 1.28110736787 0.0939486766874 0.167810343912 -1.74255394883
