#Punto Sigma_B Eta_B stetson_L_B CuSum_B B-R
3 -0.0433549569733 2.00584790861 0.0287793269995 0.223787538871 -0.465866666667
4 -0.0599540353153 2.09404193015 0.0469106651431 0.169640188014 -0.500275
5 -0.0537694428622 2.08238225706 -0.0458938535589 0.163828285054 -0.48528
6 -0.0492557542031 2.07228687459 -0.129484067629 0.158233092133 -0.477833333333
7 -0.0457187656564 2.06339215905 -0.131870668647 0.151986674747 -0.466985714286
8 -0.047081142143 1.8886272233 -0.129282300312 0.141562078233 -0.444325
9 -0.0444896871653 2.08087069871 -0.085864259369 0.133444891387 -0.4371
10 -0.0422062524777 2.07794560228 0.0834387431215 0.124502742385 -0.42864
11 -0.0402692172713 2.07608574692 0.204518023579 0.1167561322 -0.424090909091
12 -0.0387758204421 2.07531779224 0.309930479375 0.109903266176 -0.418008333333
13 -0.0372497316983 2.07575077123 0.373843592419 0.10464558099 -0.4125
14 -0.0360169449689 2.06155191602 0.451779876076 0.0976878298552 -0.410542857143
15 -0.0348322416447 2.05645872612 0.506514902269 0.0927516269451 -0.407153333333
16 -0.0337419068082 2.05337073205 0.515310246639 0.0887069849666 -0.40484375
17 -0.0327565421591 2.05075907813 0.566095105348 0.0872134204058 -0.402529411765
18 -0.0318551336006 2.04770635656 0.568975180308 0.087988317909 -0.401566666667
19 -0.0311064755898 2.03802012351 0.528924131601 0.0907363627816 -0.403326315789
20 -0.0303271586494 2.03616868415 0.535356741715 0.091077786674 -0.401735
21 -0.0295981428306 2.0362519373 0.527222939288 0.0893721020103 -0.399719047619
22 -0.0289226564309 2.03592777743 0.502406895371 0.0873905050606 -0.397959090909
23 -0.0282996250905 2.03517917407 0.489390775186 0.0850410904389 -0.395395652174
24 -0.0277480055329 2.03407927266 0.461179225772 0.0853598131726 -0.394045833333
25 -0.0272502468983 2.03090013955 0.435348409449 0.0856156662997 -0.39362
26 -0.0267572828876 2.02942222345 0.417656752327 0.0852927506631 -0.392080769231
27 -0.026347812971 2.01770389059 0.408121152836 0.0871834592112 -0.39202962963
28 -0.0259243880662 2.01320780137 0.389124946245 0.0874381793127 -0.391175
29 -0.0256588580745 2.00083794718 0.368819267219 0.0880331714633 -0.390951724138
30 -0.0252502475807 2.00597178243 0.366296712972 0.0870580835267 -0.388776666667
31 -0.0248695677296 2.00176017423 0.366647828729 0.0868799919779 -0.387287096774
32 -0.0244888484666 2.00134371603 0.356952022417 0.0862119341643 -0.386365625
33 -0.0275358260271 2.0360914424 0.441738078741 0.0799456450876 -0.385496969697
34 -0.0272027719188 2.03198583237 0.435287526141 0.0800444798928 -0.383735294118
35 -0.026842586371 2.03081623024 0.424666345788 0.0805460108556 -0.383731428571
36 -0.0264925854163 2.03069953264 0.424054117695 0.0809280696422 -0.383427777778
37 -0.0262284483048 2.02800111461 0.431354816805 0.0817424473504 -0.383943243243
38 -0.0259368135097 2.02803982032 0.447904013986 0.085580963953 -0.383394736842
39 -0.0256612545048 2.0214479964 0.460888464795 0.0894983544055 -0.382646153846
40 -0.0253909738345 2.01455000681 0.48850759668 0.0927374809381 -0.3825775
41 -0.0251101160541 2.01274595846 0.485513278145 0.0947895656964 -0.382046341463
42 -0.0249398138771 1.99861289815 0.497715819238 0.100214062509 -0.381714285714
43 -0.0246914083931 2.00183887756 0.487909056383 0.100007601082 -0.38226744186
44 -0.0244595915426 1.99642071577 0.491160196255 0.102868244132 -0.381706818182
45 -0.0242343304448 1.99146096931 0.489581933676 0.104413937497 -0.381317777778
46 -0.0240266386166 1.98813965245 0.494078897276 0.106698266818 -0.38147826087
47 -0.0238749599166 1.98635950858 0.494686061575 0.108205092665 -0.38124893617
48 -0.0236419865104 1.98708109093 0.488754593381 0.108104759084 -0.3820375
49 -0.0234404553545 1.98543805354 0.499914567654 0.108313993219 -0.382504081633
50 -0.0232551889226 1.98479728202 0.492988268062 0.109765657775 -0.3821
51 -0.0231435844181 1.96997701443 0.516854861202 0.112597560686 -0.381403921569
52 -0.0229668969791 1.96671672367 0.539553000679 0.114881531841 -0.380994230769
53 -0.0227944451518 1.9654207721 0.531246946284 0.114935779227 -0.382528301887
54 -0.0226207987124 1.96128642484 0.530252003801 0.116216687394 -0.382809259259
