#Punto Sigma_B Eta_B stetson_L_B CuSum_B B-R
3 -0.00942390317463 1.58446041413 0.300768423317 0.234222035363 -0.485933333333
4 -0.00814822642178 1.58374997035 0.223762304275 0.199909108387 -0.488325
5 -0.00740738496675 1.56302824803 0.242029702677 0.174059272072 -0.48266
6 -0.00748097745108 1.77198437424 0.28379172835 0.139531534386 -0.48525
7 -0.0102693453846 1.03181477694 0.550010081069 0.264716026012 -0.486228571429
8 -0.0117261673424 0.724758494301 1.0649264303 0.356661542046 -0.487425
9 -0.0128530173654 0.587915535391 1.48491543425 0.402703634417 -0.484666666667
10 -0.0146424821301 0.496699482333 1.96954090768 0.418942035008 -0.48303
11 -0.0167837384167 0.38039542939 2.40090501878 0.424079514658 -0.481990909091
12 -0.0188587565011 0.287070720321 2.77418614808 0.425154804828 -0.478466666667
13 -0.0201732747047 0.273749165477 2.8885177864 0.425136759819 -0.475876923077
14 -0.0212508341911 0.272459702929 2.93506455336 0.422217915493 -0.470035714286
15 -0.0217920905098 0.290269068515 3.0519180319 0.4183183787 -0.47442
16 -0.0218898905258 0.293293935732 3.06566056738 0.420688339532 -0.474825
195 -0.0216490899478 0.34561094539 2.78549038862 0.409769273398 -0.4752
