Macho_id Sigma_B Sigma_B_comp Eta_B Eta_B_comp stetson_L_B stetson_L_B_comp CuSum_B CuSum_B_comp B-R B-R_comp stetson_J stetson_J_comp stetson_K stetson_K_comp skew skew_comp kurt kurt_comp std std_comp beyond1_std beyond1_std_comp max_slope max_slope_comp amplitude amplitude_comp med_abs_dev med_abs_dev_comp class
1.3567.1310 -0.0146791554499 0.714578212177 0.530558972213 0.481953839927 3.37921939353 0.73523444784 0.403548561594 0.460754660208 -0.341147826087 0.663912497631 3.3804338843 0.72381324677 0.797713301999 0.925670521041 -0.132148541824 0.773422222675 1.4252273664e+15 0.814172844097 0.0913283760374 0.717182705462 0.39347826087 0.663744347106 3.78976762776 0.760667511043 0.566 0.744097271868 0.077 0.817217240009 2
1.4176.155 -0.00699479677312 0.875366602285 0.925939123674 0.822535047213 1.38995757655 0.901416200147 0.295805672319 0.900087986992 -0.322263636364 0.916198484546 1.51140655841 0.898184885444 0.733876758652 0.747002360028 1.61286164324 0.688121908127 7.57843170037e+16 0.759306677377 0.050345796946 0.875047977792 0.284090909091 0.742069140492 6.36223704742 -0.025 0.565 0.71171875 0.03 0.685038641307 2
1.4410.291 -0.0110325499568 0.885050441057 1.67937673374 0.584629544315 1.15513012309 0.713459561844 0.194300254416 0.637305798658 -0.324614285714 0.903891714692 1.30034212618 0.739270345504 0.708885622994 0.76804843272 4.06091665214 0.717662987358 7.19885155388e+16 0.872247696605 0.0707678714103 0.884352951914 0.164285714286 0.857166895433 4.20968226858 -0.0263157894737 1.258 0.944523470839 0.031 0.783157051362 2
1.4413.373 -0.0246914083931 0.887703337934 2.00183887756 0.941979693928 0.487909056383 0.801036499967 0.139266449624 0.940821239898 -0.38226744186 0.883095997252 1.51825765536 0.802778895887 0.256446213604 0.94543414939 -6.47441239141 0.704793574204 4.37486950996e+15 0.899525025854 0.159278590778 0.889978187281 0.0302325581395 0.912620730277 54.7854127242 0.656537326563 3.017 0.936953577813 0.037 0.813664027822 2
1.4530.136 -0.00943084500067 0.69731668411 0.437506862457 0.594662534855 1.93251459917 0.823786693396 0.398473775332 0.597580182661 -0.0471214285714 0.809726029567 2.05612338784 0.808810669125 0.75002631615 0.803439828754 -0.31791177068 0.771843191164 9.3949248862e+15 0.716638078201 0.0633559676266 0.695169783731 0.364285714286 0.723656459878 7.45282629372 0.358552631579 0.565 0.495487903026 0.051 0.786043825421 2
1.4538.531 -0.0126901775861 0.812909031684 1.25271711591 0.627684837647 0.867322825303 0.805139872586 0.262419137098 0.619787343485 -0.304947368421 0.710789609685 0.991310584528 0.791611433185 0.698190481766 0.828598095061 0.557685393232 0.564681597269 1.61613000837e+14 0.644268235725 0.0775898162638 0.810890437023 0.263157894737 0.695399783699 3.1526797798 0.928888888889 0.513 0.74978826564 0.0445 0.789653333333 2
1.4653.105 -0.0047465674887 0.910376605738 0.956699681783 0.878354024247 1.57120944281 0.886921332611 0.338824132632 0.76921031792 -0.39238 0.823299188577 1.68769955592 0.855357218998 0.742919633393 0.707623266217 0.0296823662269 0.844943436536 7.9887122028e+16 0.827675505194 0.035621480649 0.909218409261 0.315555555556 0.912066561445 5.63266948473 -0.0243902439024 0.247 0.728901620684 0.0255 0.931541946492 2
1.4659.335 -0.00457050627607 0.875809159224 1.54729770407 0.84217585849 0.532954205244 0.788493316398 0.241140259094 0.711019306472 -0.324465 0.744854851537 0.536821855935 0.784212543624 0.79225063414 0.723606543614 2.40032729567 0.928190079425 3.03983039852e+16 0.924024430629 0.0316475566074 0.875756754491 0.245 0.819393297387 2.74614869302 0.500844831989 0.306 0.928737708979 0.0185 0.640566131271 2
10.4279.1493 -0.00430505737437 0.80591456979 0.58320161028 0.591158372109 1.62574579281 0.729309431808 0.337375436786 0.776573688275 -0.19806875 0.691286579142 1.77617386494 0.772844288836 0.730415624435 0.781164632248 0.00456503677644 0.789170712481 1.9750095698e+16 0.499427033628 0.0357613178639 0.811641038603 0.303125 0.672227982681 0.559841710509 0.831013870714 0.221 0.834285714286 0.0235 0.805679469555 2
11.8751.968 -0.0322190719055 0.78305574504 1.06846505035 0.80538108748 0.510017364014 0.823342773792 0.250529142708 0.818709880521 0.362946341463 0.884772757101 0.539540277752 0.823337481341 0.754334520082 0.899167918715 -0.0289592092065 0.598949173601 2.73750868957e+14 0.7926139032 0.163243428626 0.822169055003 0.268292682927 0.961675732202 22.3335420948 0.879173290938 1.517 0.620560597152 0.083 0.823494670529 2
11.9358.200 -0.0108629507682 0.85715102606 1.29235061889 0.664871655081 0.757555731477 0.8714958784 0.243688195265 0.848290743135 0.03962 0.875815027536 0.909710429528 0.860088304391 0.664529562481 0.688398541562 0.778540950932 0.884302286717 9.53003475135e+15 0.847714419446 0.0661193323392 0.854881993128 0.2425 0.878545468215 7.72281362157 0.875420875421 0.667 0.851380658406 0.0335 0.844227324129 2
11.9714.184 -0.0109877924711 0.916540181872 1.52282539205 0.920618762944 0.920596121778 0.895499352069 0.209891533665 0.851845964654 0.128926190476 0.844008456363 0.934736869325 0.893882958332 0.785927814861 0.877090720835 -0.020336126622 0.659115944415 1.45679819127e+16 0.87513189462 0.0628583614563 0.914968378433 0.216666666667 0.748148879905 26.1807519053 0.543783194686 0.655 0.585486677065 0.037 0.878979295228 2
