Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Con,Eta_e,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC
-9.335906,167.975115,0.256986,0.663289,-4.735793,0.100396,0.999291,-0.02931,2.030654,0.975096,0.73982,0.014388,0.346238,0.705021,0.457143,0.328571,1.387956,-0.148871,0.3,2.0,0.477825,0.010856
-11.225462,197.565158,0.674831,0.621375,-4.997351,0.070076,1.0,-0.031155,2.159886,0.754723,0.734469,0.007194,0.406984,0.691328,0.535714,0.267857,1.461347,-0.138339,0.3,2.0,0.375527,0.010856
-11.3061,207.259814,0.272949,0.693866,-7.550375,0.10321,1.0,-0.016012,1.808274,1.052039,0.760173,0.010791,0.478419,0.785679,0.446429,0.296429,1.562285,-0.104058,0.366667,2.0,0.510026,0.010856
-10.625242,251.438826,0.330442,0.639388,-5.042023,0.090451,1.0,0.014614,2.39796,0.91672,0.754279,0.010791,0.25956,0.702941,0.464286,0.307143,1.329458,-0.139416,0.3,2.0,0.466012,0.010856
-9.583866,221.913481,0.114068,0.666785,-7.048953,0.110797,0.999986,0.036782,2.141944,0.95655,0.744485,0.0,0.299419,0.765427,0.475,0.3,1.486353,-0.108587,0.3,2.0,0.469063,0.010856
-10.465404,240.298368,0.066539,0.643933,-7.400102,0.117568,0.999999,0.053818,2.10618,1.016206,0.738527,0.007194,0.183299,0.72018,0.425,0.317857,1.337845,-0.09732,0.033333,2.0,0.48805,0.010856
-7.853497,209.244481,0.051884,0.679001,-4.124972,0.090154,0.999999,-0.011569,2.090261,0.939325,0.743979,0.0,0.304616,0.705697,0.45,0.317857,1.308332,-0.171079,0.3,2.0,0.460754,0.010856
-9.567982,204.036158,1.370907,0.621947,-3.592648,0.104766,1.0,-0.076773,2.126816,0.781368,0.682171,0.010791,0.490211,0.710666,0.571429,0.264286,1.495796,-0.197811,0.1,2.0,0.392066,0.010856
-10.100966,251.680313,0.041339,0.669226,-4.705556,0.091818,0.999927,-0.008979,2.482339,1.003595,0.712454,0.003597,0.084948,0.746464,0.414286,0.328571,1.439231,-0.158635,0.166667,2.0,0.488033,0.010856
-9.268405,247.385716,0.587534,0.648441,-5.076909,0.093818,1.0,-0.052619,2.128778,0.920871,0.729337,0.007194,0.495801,0.757432,0.507143,0.282143,1.598079,-0.149192,0.3,2.0,0.42586,0.010856
-11.626725,312.023544,-0.061837,0.686327,-5.79448,0.093714,0.999999,0.021136,2.289598,1.18074,0.745141,0.003597,0.354702,0.78959,0.378571,0.307143,1.537292,-0.136266,0.233333,2.0,0.544958,0.010856
-14.065829,234.755503,0.046219,0.670665,-13.691002,0.095751,1.0,0.01428,2.026247,1.075664,0.728478,0.0,0.363154,0.768163,0.421429,0.335714,1.508521,-0.056107,0.433333,2.0,0.527106,0.013027
-14.526629,234.696064,0.06074,0.725689,-10.226036,0.081985,1.0,0.075682,2.2625,1.156811,0.760923,0.0,0.498206,0.781055,0.385714,0.314286,1.476769,-0.076379,0.233333,2.0,0.571319,0.010856
-14.121939,238.533992,0.149365,0.656948,-9.865842,0.087073,1.0,-0.008568,2.25713,0.96217,0.754872,0.007194,0.456045,0.753751,0.471429,0.317857,1.485158,-0.0764,0.3,2.0,0.484016,0.010856
-9.03322,213.875589,0.108414,0.63777,-5.295823,0.09057,0.999893,-0.021925,2.191739,0.938757,0.744662,0.003597,0.286474,0.725345,0.45,0.310714,1.473802,-0.136965,0.033333,2.0,0.471857,0.010856
-8.348929,217.086456,-0.006266,0.708346,-5.800377,0.094036,1.0,0.014195,2.282802,1.032365,0.750007,0.0,0.426461,0.72057,0.446429,0.310714,1.353584,-0.124228,0.233333,2.0,0.466958,0.010856
-8.894647,218.544858,-0.058889,0.705639,-5.968499,0.085201,0.999974,-0.023226,2.124486,1.030821,0.776338,0.003597,0.253511,0.755289,0.428571,0.328571,1.38269,-0.126546,0.366667,2.0,0.516787,0.013027
-7.49974,237.00944,0.107765,0.690431,-5.131139,0.103794,1.0,-0.017763,1.954794,0.965711,0.746389,0.010791,0.397985,0.732585,0.442857,0.292857,1.441195,-0.142772,0.433333,2.0,0.474128,0.010856
-17.499672,204.090052,-0.124426,0.70734,-11.163666,0.065953,1.0,0.032194,2.020408,1.049978,0.767352,0.0,0.467773,0.733572,0.428571,0.371429,1.343142,-0.065711,0.233333,2.0,0.528357,0.010856
-9.316486,234.29689,-0.075856,0.697882,-6.034934,0.091807,1.0,-0.008051,2.070219,1.08847,0.738338,0.003597,0.244357,0.761338,0.442857,0.307143,1.44163,-0.126155,0.366667,2.0,0.505936,0.010856
-17.05911,265.192294,0.189803,0.67466,-8.239433,0.113925,0.998317,-0.004779,2.30737,1.065903,0.761781,0.0,0.2413,0.733511,0.446429,0.321429,1.375251,-0.089024,0.166667,2.0,0.525317,0.010856
-8.90116,214.704758,-0.075172,0.676742,-6.218122,0.124377,0.999999,-0.046574,2.145609,1.045797,0.727218,0.010791,0.386338,0.735747,0.407143,0.317857,1.424896,-0.118323,0.166667,2.0,0.473527,0.010856
-11.789265,195.771682,-0.034586,0.690532,-12.571603,0.092679,1.0,0.039923,1.988089,1.00305,0.771602,0.007194,0.434572,0.750374,0.457143,0.332143,1.454682,-0.059688,0.166667,2.0,0.46546,0.010856
-9.406635,242.348417,0.490668,0.650476,-4.462964,0.088218,1.0,-0.005002,2.294886,0.918397,0.746377,0.010791,0.071948,0.697945,0.482143,0.292857,1.348599,-0.156386,0.233333,2.0,0.45202,0.010856
-9.516784,221.35949,0.756467,0.702363,-4.419291,0.078588,1.0,0.016241,2.076743,0.911994,0.73653,0.007194,0.267392,0.749516,0.532143,0.292857,1.508549,-0.169601,0.3,2.0,0.438117,0.010856
-11.45733,277.420568,0.395985,0.686375,-6.579389,0.101033,1.0,-0.006288,2.109084,0.9166,0.752115,0.007194,0.328608,0.730342,0.489286,0.3,1.48404,-0.111005,0.366667,2.0,0.465047,0.010856
-10.180271,231.653596,0.329866,0.647954,-6.269546,0.081663,1.0,-0.003323,2.049332,0.870049,0.73703,0.007194,0.375882,0.723089,0.467857,0.296429,1.535618,-0.115333,0.1,2.0,0.426155,0.010856
-11.947643,233.399568,0.113859,0.700168,-9.278425,0.090119,0.999997,0.00354,2.115393,0.982622,0.748464,0.010791,0.34037,0.78809,0.457143,0.303571,1.59099,-0.084938,0.233333,2.0,0.507325,0.010856
-8.83146,242.340818,0.259114,0.697167,-5.798704,0.106357,1.0,0.014467,2.1121,0.965824,0.746389,0.007194,0.511006,0.748424,0.482143,0.317857,1.384029,-0.129067,0.166667,2.0,0.471299,0.010856
-14.215001,203.148777,0.341336,0.691991,-8.699304,0.092778,0.970443,0.010613,2.131066,0.976136,0.743679,0.003597,0.300454,0.727571,0.5,0.307143,1.46253,-0.083636,0.433333,2.0,0.465107,0.010856
-11.611462,248.718195,-0.18694,0.663762,-9.578114,0.069796,1.0,0.035358,2.460104,0.915463,0.752932,0.010791,0.424902,0.740183,0.432143,0.335714,1.380336,-0.077279,0.166667,2.0,0.43639,0.010856
-10.506608,228.904694,-0.035881,0.671805,-6.48576,0.097715,1.0,0.057101,2.06595,1.030508,0.751966,0.003597,0.351254,0.772346,0.439286,0.325,1.478708,-0.119083,0.3,2.0,0.530743,0.010856
-13.214728,202.163291,0.563654,0.665024,-7.357761,0.090131,1.0,0.024081,2.153243,0.91632,0.748064,0.007194,0.559,0.742036,0.471429,0.321429,1.444481,-0.100851,0.3,2.0,0.459424,0.010856
-8.327006,247.377835,-0.169336,0.698018,-5.915216,0.110354,1.0,0.018643,2.092794,0.965392,0.764287,0.003597,0.2612,0.699742,0.432143,0.335714,1.359747,-0.118295,0.233333,2.0,0.457876,0.010856
-10.181811,217.496859,0.353136,0.640578,-5.55635,0.091934,1.0,0.007218,2.07277,0.962146,0.723905,0.007194,0.543821,0.734707,0.439286,0.3,1.484475,-0.132228,0.433333,2.0,0.475739,0.010856
-10.67571,267.1908,0.716553,0.654349,-4.519015,0.116,0.999998,0.003019,2.288169,0.886589,0.75001,0.003597,0.283799,0.707287,0.546429,0.264286,1.467832,-0.156514,0.166667,2.0,0.42096,0.010856
-9.243127,256.138523,0.845056,0.671748,-4.36244,0.075694,1.0,-0.046093,2.154787,0.876986,0.712695,0.010791,0.314487,0.757118,0.528571,0.267857,1.528139,-0.173554,0.366667,2.0,0.431232,0.010856
-13.229464,279.584152,0.799884,0.655854,-5.62232,0.117904,0.999998,-0.059533,2.153242,0.924884,0.734568,0.007194,0.039101,0.755452,0.514286,0.303571,1.431653,-0.134367,0.166667,2.0,0.455957,0.010856
-10.689243,247.304958,0.127078,0.663835,-4.147661,0.068834,0.996442,0.020504,2.313926,1.006163,0.729821,0.003597,0.207339,0.699043,0.417857,0.307143,1.355266,-0.168539,0.366667,2.0,0.492198,0.010856
-10.567137,216.595532,0.130796,0.697495,-5.310184,0.076408,0.99987,-0.034443,2.184607,0.938452,0.74671,0.0,0.314476,0.692584,0.464286,0.314286,1.345669,-0.130426,0.3,2.0,0.473184,0.010856
-13.606258,243.882314,0.116144,0.663872,-6.055651,0.099455,0.999892,0.053226,2.32555,0.936703,0.742483,0.0,0.401812,0.717398,0.507143,0.310714,1.390985,-0.118468,0.233333,2.0,0.434769,0.010856
-11.759334,235.066131,0.19043,0.68938,-6.920419,0.091783,0.999972,0.037623,1.898186,1.023104,0.752962,0.003597,0.226618,0.718433,0.442857,0.321429,1.258685,-0.103814,0.233333,2.0,0.50884,0.010856
-12.620233,241.692111,0.444693,0.682061,-6.945955,0.088219,1.0,-0.011813,1.944933,0.993929,0.74289,0.007194,0.271123,0.754574,0.514286,0.275,1.565237,-0.108635,0.3,2.0,0.45982,0.010856
-13.043144,253.144722,0.147831,0.664833,-6.564958,0.106665,0.999969,-0.024597,2.074535,0.8196,0.713556,0.003597,0.222534,0.692825,0.464286,0.310714,1.413864,-0.105534,0.233333,2.0,0.390964,0.010856
-11.173015,219.423008,-0.055217,0.681296,-6.483418,0.119491,0.999021,0.022486,2.110963,0.994746,0.716347,0.007194,0.196623,0.760466,0.396429,0.3,1.519764,-0.117294,0.233333,2.0,0.521654,0.010856
-15.458919,255.297061,0.407567,0.674775,-9.588832,0.129993,1.0,0.007777,2.135404,1.032244,0.744913,0.003597,0.318699,0.743772,0.4,0.314286,1.462155,-0.077567,0.1,2.0,0.497274,0.010856
-12.071177,253.88144,0.108443,0.702324,-7.282616,0.082207,1.0,0.032932,2.411042,1.072653,0.747178,0.007194,0.381399,0.744107,0.478571,0.310714,1.450172,-0.102176,0.166667,2.0,0.478232,0.010856
-12.999949,249.542866,0.455113,0.651113,-5.212653,0.104035,0.999816,-0.032056,2.053884,0.942176,0.733511,0.007194,0.283087,0.750517,0.492857,0.282143,1.52411,-0.14398,0.233333,2.0,0.465963,0.010856
-16.730348,267.186799,0.117855,0.690219,-8.467268,0.080149,0.996768,-0.032864,2.060216,0.972929,0.724764,0.007194,0.293797,0.748163,0.414286,0.285714,1.533078,-0.088359,0.3,2.0,0.477828,0.010856
-7.334671,225.758596,0.205943,0.718987,-3.807438,0.11249,1.0,-0.02252,1.901064,0.897762,0.77829,0.003597,0.535492,0.692741,0.457143,0.292857,1.391276,-0.181944,0.233333,2.0,0.438807,0.010856
-12.860702,198.510262,0.736526,0.683071,-6.416227,0.096876,0.999902,0.017061,1.907966,1.029964,0.734088,0.014388,0.488511,0.791567,0.503571,0.314286,1.606677,-0.12337,0.166667,2.0,0.48712,0.010856
-11.483713,215.515148,-0.326762,0.690975,-12.410243,0.087406,1.0,0.005618,2.092837,1.114072,0.790293,0.003597,0.418108,0.739287,0.375,0.342857,1.460133,-0.059571,0.233333,2.0,0.509397,0.010856
-7.908786,213.889613,0.269385,0.686284,-5.167758,0.077001,0.999997,-0.00738,2.163951,0.996051,0.741581,0.007194,0.102036,0.752903,0.471429,0.317857,1.452352,-0.145692,0.433333,2.0,0.468926,0.010856
-11.150054,230.043561,-0.131477,0.687148,-6.041533,0.093467,0.997529,-0.019559,2.089772,0.987063,0.751328,0.003597,0.298082,0.744787,0.396429,0.317857,1.537702,-0.123278,0.166667,2.0,0.497403,0.010856
-10.896824,246.718417,-0.23901,0.701724,-5.870889,0.100581,0.999891,-0.010279,2.358123,1.005641,0.732228,0.0,0.305135,0.734806,0.360714,0.342857,1.405754,-0.125161,0.1,2.0,0.497892,0.010856
-7.590551,262.95719,0.160331,0.682598,-5.729731,0.105449,1.0,-0.020649,2.238532,0.984219,0.750271,0.014388,0.30742,0.770436,0.45,0.285714,1.5822,-0.134463,0.166667,2.0,0.472083,0.010856
-11.089304,247.055287,-0.007381,0.710712,-5.363447,0.069502,0.986345,-0.020462,2.318091,0.98076,0.71107,0.003597,0.208829,0.719531,0.442857,0.328571,1.324998,-0.134155,0.233333,2.0,0.462789,0.010856
-10.610847,240.431897,0.195757,0.638394,-6.314658,0.098677,1.0,0.00162,1.841986,0.948025,0.690519,0.007194,0.309906,0.785355,0.478571,0.292857,1.605259,-0.12437,0.366667,2.0,0.445538,0.010856
