Amplitude,Beyond1Std,Con,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,Rcs,Skew,SmallKurtosis,Std,StetsonK,Eta_e,Meanvariance,class
1.97883,0.10333,0.0,11493.18052,0.37699,0.95,0.03333,0.10766,4.17181,36.42158,1.26508,0.51504,142.86775,42.24305,non_variables
1.58939,0.18,0.0,167676.45301,0.4751,0.93333,0.1,0.09276,-4.66856,52.50421,1.03848,0.61184,12903.63949,-19.93188,non_variables
1.54507,0.05333,0.0,70775.43626,0.164,0.97,-0.16667,0.05069,8.45558,99.64067,1.39128,0.32869,2012.71771,25.96763,non_variables
0.41603,0.00667,0.0,35718.40763,0.07321,0.99333,0.1,0.06284,16.4417,282.67126,1.49808,0.16765,325.63317,27.85473,non_variables
1.7842,0.12,0.0,90021.9531,0.27746,0.9,-0.03333,0.08054,1.02992,13.59622,0.83248,0.57953,6611.81152,-253.4206,non_variables
1.94694,0.12667,0.00336,146198.12205,0.32821,0.93667,0.16667,0.0787,1.14337,23.3828,1.14288,0.55394,12286.77017,18.494,non_variables
2.01859,0.10333,0.0,25762.94907,0.26129,0.93667,-0.1,0.06684,5.7823,52.56222,1.18533,0.51273,661.09927,17.18355,non_variables
1.95058,0.12667,0.0,246518.41474,0.37017,0.9,-0.1,0.04822,2.74887,22.67794,1.01841,0.58668,30226.27435,7053.5746,non_variables
0.89662,0.03333,0.0,114871.89406,0.12568,0.99,0.1,0.06043,13.14048,212.95074,1.21546,0.26801,6162.71444,63.19386,non_variables
1.15212,0.07333,0.0,19516.38301,0.17673,0.94333,-0.03333,0.07191,4.61885,49.9222,0.75759,0.46133,654.5666,-24.9719,non_variables
1.46166,0.12333,0.00336,45676.25006,0.23592,0.90333,0.03333,0.06599,0.44382,15.58198,0.83998,0.54627,2103.84085,-17.0532,non_variables
1.35222,0.05667,0.0,260048.10509,0.20261,0.97333,-0.03333,0.06205,8.37737,97.47866,1.27522,0.37041,23046.57419,23.7751,non_variables
1.81675,0.26667,0.0,30330.44134,0.55543,0.61333,-0.03333,0.0579,1.16161,2.11752,0.97913,0.77704,1008.07543,13.03827,non_variables
1.95326,0.11,0.0,58633.076,0.297,0.90333,-0.1,0.06337,2.98295,17.55791,1.06314,0.56174,4836.20556,39.02705,non_variables
0.34347,0.04667,0.0,39334.35778,0.05161,0.97333,-0.03333,0.07648,8.44107,108.48063,0.31804,0.36132,8282.43255,-17.77043,non_variables
1.60017,0.07333,0.0,22876.15883,0.19767,0.96333,0.1,0.0613,8.84523,113.54375,1.16385,0.40124,615.73598,331.82373,non_variables
1.63061,0.19667,0.0,28996.69696,0.2729,0.82333,-0.16667,0.08855,1.05468,7.86757,0.7756,0.64859,1359.8624,67.71275,non_variables
1.98015,0.15333,0.0,28999.42203,0.27027,0.81667,0.16667,0.08057,1.46823,6.51537,0.85981,0.60984,1089.64793,-62.97131,non_variables
0.89323,0.02333,0.0,7062.25545,0.16138,0.98667,-0.03333,0.05441,14.0695,231.10476,1.30119,0.26501,33.40565,42.96402,non_variables
1.77688,0.16333,0.00336,65658.21078,0.25164,0.89667,0.1,0.08082,0.06658,15.73485,0.92032,0.57824,2958.42989,-363.1753,non_variables
1.43573,0.09667,0.0,13008.91172,0.35078,0.95667,-0.1,0.072,7.59648,95.59669,1.13687,0.4696,138.13733,-97.80796,non_variables
1.84534,0.22333,0.0,35167.80201,0.38191,0.72667,0.03333,0.10852,0.27391,3.53224,0.83081,0.68491,2767.78225,-12.01428,non_variables
2.06179,0.13667,0.0,15226.24271,0.19969,0.88333,-0.23333,0.1075,0.62629,11.28529,0.87892,0.5403,320.02541,-20.32656,non_variables
1.35721,0.05333,0.0,25499.8008,0.16946,0.97667,-0.16667,0.05805,12.10416,184.46228,1.17957,0.31707,281.77528,54.08571,non_variables
1.60964,0.07,0.0,13069.88175,0.23951,0.96,-0.03333,0.06523,7.79913,87.49412,1.21365,0.44464,102.01015,18.34631,non_variables
0.40571,0.01,0.0,23685.82969,0.07409,0.99667,-0.03333,0.05682,16.50206,285.10303,1.50382,0.16713,175.39559,26.80461,non_variables
2.19715,0.11667,0.00336,26670.5359,0.35259,0.87333,-0.03333,0.10751,3.08736,16.49191,1.07747,0.59817,439.22807,25.67123,non_variables
1.74948,0.13,0.0,13210.19164,0.28327,0.87333,0.03333,0.0637,3.78637,23.07011,1.01862,0.58515,181.91889,64.88988,non_variables
1.5789,0.16333,0.0,18972.19321,0.26163,0.84,0.03333,0.06945,-0.9369,9.63368,0.73555,0.5999,642.74495,-13.46779,non_variables
2.30713,0.14667,0.0,34143.02918,0.32777,0.87667,-0.1,0.04397,2.02858,13.21337,1.03068,0.58745,874.3506,13.79049,non_variables
1.59411,0.15333,0.0,30441.65431,0.21762,0.91,0.03333,0.0972,0.92425,15.72848,0.89629,0.53754,1293.76559,-21.4251,non_variables
1.42119,0.06333,0.0,13746.80919,0.26876,0.97667,-0.16667,0.05238,9.07382,117.75727,1.20694,0.39565,214.47555,157.89908,non_variables
1.37478,0.09667,0.0,64867.37906,0.17089,0.93667,-0.03333,0.10318,2.04952,25.38266,0.79332,0.48031,5477.72823,-29.25988,non_variables
1.82299,0.11667,0.0,16834.99854,0.29328,0.86667,-0.03333,0.06763,3.03285,15.80023,0.95969,0.58238,235.52824,20.92408,non_variables
1.78043,0.13333,0.0,40793.38542,0.26018,0.88333,0.1,0.07601,1.06969,12.19141,0.81672,0.57043,2462.9265,-26.38493,non_variables
0.727,0.01667,0.0,35231.5212,0.09999,0.99333,0.03333,0.07556,15.47276,259.77029,1.48332,0.21158,329.84126,23.11501,non_variables
1.01992,0.14333,0.0,51358.75879,0.1669,0.90667,-0.03333,0.0833,1.65549,22.06258,0.57244,0.53735,5611.15051,-13.79036,non_variables
2.15834,0.17333,0.0,31174.40799,0.31067,0.87333,-0.1,0.08172,-0.22056,13.54408,1.03091,0.57844,1213.96416,-23.60436,non_variables
0.85056,0.03,0.0,5280.22926,0.24382,0.98333,0.1,0.06144,6.38399,91.93873,1.27173,0.34447,20.97911,-79.21644,non_variables
1.53357,0.17,0.0,74563.53373,0.33995,0.89,-0.1,0.06499,-0.09822,12.31566,0.80819,0.63068,6347.29651,-18.85307,non_variables
2.12754,0.28333,0.0,45984.89216,0.38242,0.83667,-0.03333,0.07461,1.7596,7.41015,1.08916,0.68308,1102.84969,17.0293,non_variables
1.43429,0.06,0.0,61832.83839,0.20514,0.96667,0.03333,0.06506,7.42866,89.93592,1.27635,0.37695,1614.98925,17977.98719,non_variables
1.77076,0.1,0.0,128074.03996,0.22519,0.92333,-0.16667,0.09233,4.5705,32.21017,0.98495,0.53622,9602.91155,-321.98802,non_variables
1.63731,0.07333,0.0,23505.45544,0.29912,0.96667,0.03333,0.07879,7.7747,90.76147,1.29039,0.43752,310.86347,22.84451,non_variables
1.22771,0.12667,0.0,62937.90325,0.24384,0.94,-0.16667,0.05314,0.26873,26.96974,0.74705,0.55213,5052.01449,-34.28681,non_variables
1.19182,0.1,0.0,32251.31947,0.16399,0.94,0.1,0.05253,5.37639,56.61053,0.77102,0.46052,1076.74385,-14.95813,non_variables
0.63223,0.10667,0.0,26972.81656,0.08549,0.92333,0.16667,0.07185,3.90577,34.38173,0.29686,0.53949,4776.84011,-12.26751,non_variables
1.57511,0.19,0.0,13973.47309,0.33282,0.82667,-0.1,0.05747,0.40258,5.87835,0.71925,0.67314,456.67672,-10.77908,non_variables
1.16201,0.15667,0.0,3009.99874,0.15041,0.86,-0.1,0.04778,2.38708,12.65951,0.4959,0.59931,78.08867,-5.84462,non_variables
1.65874,0.09,0.0,23882.99035,0.26331,0.96,-0.03333,0.06142,7.5716,96.71536,1.16159,0.43916,476.57635,59.51187,non_variables
1.74741,0.19,0.0,17461.74194,0.32662,0.80333,0.03333,0.07511,-0.39968,7.44437,0.85244,0.63902,385.29509,-45.48936,non_variables
1.36908,0.10333,0.0,41458.07825,0.21074,0.94333,0.03333,0.06322,3.84861,35.63888,0.94205,0.46439,1177.54429,296.28337,non_variables
2.09849,0.13333,0.0,12930.81356,0.26604,0.86667,-0.03333,0.06737,1.97087,11.36099,0.98272,0.56625,300.43181,43.64268,non_variables
2.10621,0.18,0.00336,50729.03026,0.32655,0.82333,-0.23333,0.10381,1.55781,7.0044,0.93033,0.65258,1839.75895,53.47149,non_variables
2.23979,0.11667,0.0,41162.3596,0.28875,0.89667,0.16667,0.07464,3.99245,30.82252,1.15899,0.53164,1063.91947,12.27026,non_variables
2.27792,0.11333,0.0,18670.28653,0.25982,0.92667,-0.03333,0.05502,4.31146,33.06155,1.15759,0.51853,233.7857,77.20526,non_variables
0.47462,0.00667,0.0,32729.56049,0.10098,0.99667,-0.03333,0.05677,16.46777,284.01445,1.49391,0.18316,290.8771,32.62059,non_variables
1.86493,0.11333,0.0,56356.12956,0.25559,0.94,0.03333,0.10698,3.12724,29.78315,1.01967,0.49535,2444.44625,17.60441,non_variables
1.99139,0.22,0.0,52556.87637,0.45422,0.84,-0.03333,0.10851,1.58817,11.12009,1.0072,0.68899,2443.93875,20.60835,non_variables
1.78591,0.12667,0.0,27564.30897,0.32573,0.94333,0.1,0.06541,6.24263,75.48123,1.13379,0.50926,594.48412,26.36658,non_variables
1.97977,0.10667,0.0,92703.56005,0.27511,0.89667,-0.03333,0.0472,4.25878,28.6971,1.17245,0.50035,3660.6777,19.59742,non_variables
2.27495,0.19667,0.0,72830.92142,0.37036,0.74333,0.03333,0.05554,1.49041,4.41519,1.00046,0.68186,3167.98609,114.60069,non_variables
1.74618,0.09333,0.0,41724.34991,0.23742,0.96,0.03333,0.06207,7.47178,81.00311,1.21865,0.43816,743.17552,18.62104,non_variables
1.91268,0.09,0.0,40018.14556,0.24293,0.95,-0.03333,0.0807,6.54867,79.2939,1.25266,0.421,1013.3068,564.33766,non_variables
2.07558,0.17,0.0,26531.07964,0.4015,0.84667,0.03333,0.07961,1.47918,11.71443,0.97735,0.63224,589.47573,1031.35224,non_variables
1.67417,0.13,0.0,15617.23424,0.2568,0.91333,0.03333,0.08536,5.399,53.27404,0.94925,0.53889,326.09377,14.48715,non_variables
1.36387,0.11,0.0,23151.74958,0.28937,0.96667,-0.1,0.07886,8.42851,106.29086,1.21863,0.48508,291.55741,193.7808,non_variables
2.09138,0.19667,0.0,22303.55714,0.44314,0.73667,-0.03333,0.06798,1.7514,5.17001,1.02109,0.70097,259.1572,71.56579,non_variables
1.61568,0.06,0.0,19312.21079,0.20819,0.95667,-0.03333,0.07752,6.9726,71.58528,1.1561,0.40557,180.40978,29.55507,non_variables
2.19784,0.22667,0.0,94077.08453,0.43571,0.68333,0.16667,0.10078,0.52151,2.94468,0.96225,0.6834,6129.981,109.60442,non_variables
1.68097,0.11333,0.0,42080.2573,0.30463,0.95333,-0.03333,0.06459,5.79654,67.49918,1.12625,0.48351,1218.38797,880.14837,non_variables
1.57631,0.07333,0.0,46486.06485,0.3295,0.96667,-0.23333,0.05865,8.91285,119.64823,1.11706,0.46504,1985.4737,46.36523,non_variables
2.1484,0.18,0.0,49324.27643,0.47353,0.82,0.03333,0.0672,1.51914,8.72011,1.08419,0.65766,1547.28063,11.77472,non_variables
1.63065,0.07667,0.0,85721.91528,0.24948,0.97667,0.1,0.0461,3.7933,77.52603,1.26188,0.41829,3774.49155,-228.68182,non_variables
1.90196,0.39,0.0,26546.38691,0.37225,0.86,-0.1,0.04545,-0.15143,9.47168,1.05813,0.61091,387.43792,-18.05282,non_variables
2.02472,0.14667,0.0,20202.54332,0.348,0.88,-0.1,0.06883,3.30183,24.7706,1.09949,0.55631,521.72652,43.40155,non_variables
2.37721,0.16,0.0,21395.22816,0.35518,0.84667,-0.3,0.0703,2.5273,15.16356,1.05075,0.59759,405.10265,108.13559,non_variables
0.55893,0.09333,0.0,196414.25343,0.08614,0.97333,0.16667,0.05659,3.56884,67.40048,0.40937,0.44534,134909.66112,-19.71349,non_variables
2.28031,0.1,0.0,20353.00212,0.31095,0.93667,0.23333,0.06626,5.65519,61.86147,1.25729,0.49301,439.5391,26.45322,non_variables
1.99441,0.09667,0.0,6659.53485,0.23163,0.95667,0.03333,0.09181,7.09323,82.83761,1.08413,0.44547,74.00295,-133.15104,non_variables
1.5457,0.15667,0.0,12100.67878,0.25673,0.88667,-0.1,0.07863,1.18657,11.91995,0.76039,0.59297,211.87709,-12.22318,non_variables
2.58489,0.07667,0.0,60572.60868,0.25499,0.93333,0.03333,0.08152,5.77861,52.67466,1.27423,0.48143,1957.70496,17.52985,non_variables
1.88324,0.11667,0.0,10629.72101,0.29274,0.95667,-0.1,0.04918,6.78914,80.12876,1.15343,0.47542,187.06423,162.61721,non_variables
1.43641,0.13,0.0,10979.19943,0.22408,0.88333,-0.1,0.08007,3.21475,27.39036,0.79318,0.5367,137.92298,-115.05776,non_variables
1.77201,0.13333,0.0,17470.2986,0.25279,0.93333,-0.16667,0.08078,5.29265,55.44127,1.10104,0.49325,214.31866,21.25276,non_variables
2.0129,0.19,0.0,46217.031,0.38959,0.80333,-0.03333,0.06903,1.47191,7.82911,0.95007,0.64901,2579.41012,74.01061,non_variables
2.26206,0.18,0.0,58574.37146,0.33768,0.87333,0.1,0.05766,0.97064,10.00215,1.1296,0.60969,1746.98723,26.82393,non_variables
2.27059,0.17333,0.0,13580.57304,0.38122,0.8,0.03333,0.06333,2.01577,7.96854,1.02699,0.65476,158.86256,15.06757,non_variables
0.40386,0.00667,0.0,27667.23796,0.08184,0.99667,0.1,0.0574,16.58017,286.92787,1.38304,0.16153,234.93871,78.97708,non_variables
2.00684,0.22,0.00336,11081.83601,0.3722,0.80333,0.1,0.06173,0.92228,8.3881,0.94818,0.66047,248.72093,-47.71155,non_variables
1.72983,0.14,0.00336,219483.0308,0.28298,0.91667,-0.03333,0.08024,-1.12808,17.96368,0.88123,0.56271,31477.02948,-110.98072,non_variables
1.33004,0.07,0.0,20153.49657,0.2502,0.97333,0.1,0.04997,9.86859,138.29528,1.23526,0.39748,208.99592,40.14314,non_variables
1.81442,0.11667,0.0,50715.00043,0.33357,0.93333,-0.03333,0.06329,5.85292,66.20313,1.06349,0.53031,2306.66512,59.98536,non_variables
2.33636,0.12,0.0,18045.16216,0.32118,0.93,-0.16667,0.04312,3.6293,32.52872,1.22604,0.52518,176.53371,29.6442,non_variables
2.71418,0.12333,0.0,59143.64241,0.34341,0.91667,-0.03333,0.04949,2.00523,14.17363,1.16161,0.58278,1680.82401,19.46567,non_variables
1.80939,0.08,0.0,18500.8784,0.25329,0.94,-0.1,0.07076,6.66348,67.33404,1.1191,0.47655,271.55714,17.47403,non_variables
1.80279,0.06333,0.0,23296.97916,0.24994,0.94667,0.03333,0.08028,6.53102,59.41619,1.1026,0.43941,522.73603,-209.44038,non_variables
1.91384,0.29333,0.0,15188.68785,0.62707,0.49667,0.1,0.08875,0.60192,0.42524,1.00516,0.78549,351.28468,37.21566,non_variables
1.77509,0.21,0.0,30941.88146,0.39333,0.77667,0.1,0.0743,1.75027,9.15492,0.9672,0.64862,898.57344,-21.2524,non_variables
0.78868,0.02,0.0,7370.70549,0.11914,0.99,-0.16667,0.06957,11.49761,169.05088,1.47791,0.24057,31.34329,26.15301,non_variables
1.9619,0.18333,0.0,20850.28097,0.40895,0.83,0.03333,0.06165,0.25104,7.94856,0.94806,0.67299,488.07463,-23.04562,non_variables
1.96589,0.19333,0.00336,54292.63035,0.3037,0.84333,0.03333,0.04533,-0.34007,8.31984,0.87388,0.63055,3294.92859,-16.58522,non_variables
2.19037,0.18,0.0,50520.22392,0.41657,0.78333,0.03333,0.09019,0.4201,5.24216,1.01334,0.65346,1526.58369,23.42057,non_variables
2.43403,0.11667,0.0,61339.61303,0.35457,0.92333,-0.16667,0.05287,4.51757,48.4583,1.15473,0.52746,2892.9963,34.04132,non_variables
1.82664,0.14333,0.00336,72409.81107,0.23095,0.92333,-0.1,0.09289,1.02338,19.33041,0.91939,0.52553,3419.43455,-13.06137,non_variables
1.63781,0.11,0.0,19237.36181,0.24321,0.90667,-0.03333,0.11542,4.81352,42.41617,1.03249,0.48566,364.34543,40.15262,non_variables
2.02069,0.19,0.0,35743.43251,0.29858,0.89,-0.1,0.06051,1.97275,19.90919,1.03748,0.59107,1450.0558,-158.20105,non_variables
1.81145,0.16667,0.0,45380.29382,0.29343,0.81333,0.03333,0.10753,2.03606,7.06143,0.95554,0.65541,2591.67314,27.14273,non_variables
2.12895,0.1,0.0,35660.36948,0.2891,0.93667,-0.03333,0.06135,5.68575,62.48818,1.17619,0.48208,540.2577,88.12063,non_variables
1.71468,0.14667,0.0,15921.39544,0.30843,0.84333,0.03333,0.06756,2.09418,10.75149,0.90253,0.61473,364.88859,-30.51259,non_variables
1.15549,0.19,0.0,24828.31216,0.27631,0.89,-0.03333,0.09282,2.36199,21.45639,0.60099,0.64176,1011.24064,-7.38929,non_variables
1.64117,0.14333,0.0,44032.95533,0.25266,0.92,-0.03333,0.06634,4.21247,49.57103,0.94372,0.51486,2020.56874,-11.77907,non_variables
1.87768,0.10667,0.0,94183.70377,0.25094,0.90667,-0.1,0.03943,3.53714,26.91954,1.02829,0.51648,9926.56408,182.13727,non_variables
1.99314,0.12667,0.0,5815.11578,0.32387,0.88333,0.03333,0.06106,1.96342,14.25302,0.99694,0.57099,53.12838,-31.05534,non_variables
2.33074,0.15667,0.0,60414.60384,0.3434,0.89333,0.1,0.05785,2.81047,31.38905,1.08282,0.55985,2165.51685,-284.92277,non_variables
1.81106,0.15333,0.0,57810.77716,0.30886,0.86333,-0.03333,0.07499,1.30547,13.62784,0.90661,0.59469,3756.72956,-23.68855,non_variables
1.90758,0.2,0.0,70718.58217,0.31161,0.77333,0.16667,0.08594,0.92177,6.36693,0.82994,0.64315,3924.979,-25.94007,non_variables
2.15518,0.21,0.0,37853.71394,0.35725,0.78667,-0.16667,0.07854,-0.06903,5.32232,0.92643,0.64748,1402.46968,-18.65366,non_variables
2.59236,0.14333,0.00336,22859.77858,0.35138,0.86667,-0.03333,0.05224,2.67935,15.15717,1.17347,0.56218,612.43036,22.08282,non_variables
1.98363,0.12667,0.0,76660.15201,0.27957,0.87,-0.03333,0.05972,2.99645,16.03847,0.97613,0.58632,2521.17258,-129.35295,non_variables
1.86775,0.17333,0.0,21245.22441,0.27922,0.85333,0.23333,0.0597,0.93819,7.81117,0.85238,0.61821,382.98185,-28.294,non_variables
0.34208,0.00333,0.0,8919.33632,0.06842,0.99667,0.1,0.05729,16.92002,294.66679,1.51246,0.15308,47.65237,34.15021,non_variables
2.00475,0.15667,0.0,18739.38929,0.27752,0.85,-0.1,0.07992,2.27612,11.14117,1.02789,0.58878,344.64619,74.59784,non_variables
2.18758,0.14667,0.00671,154936.62856,0.32282,0.87,-0.03333,0.06043,0.37073,12.91892,0.93374,0.59358,15658.09924,-11.73332,non_variables
1.94135,0.14333,0.0,67590.1682,0.4042,0.92667,0.1,0.04674,1.48887,18.87668,1.12605,0.59119,2676.33622,-28.77965,non_variables
1.91545,0.10333,0.0,30345.28422,0.30547,0.93667,0.03333,0.06241,5.70735,64.60356,1.22296,0.48376,525.48668,38.99785,non_variables
2.03371,0.21,0.0,4245.33185,0.43399,0.73667,0.03333,0.0729,0.82752,4.08895,0.98074,0.68435,49.73957,78.69657,non_variables
1.76086,0.17333,0.00336,199917.82379,0.30032,0.87333,-0.03333,0.0642,0.78573,11.46831,0.85909,0.60902,30038.87238,-106.00466,non_variables
1.80685,0.18,0.00336,41683.05192,0.27108,0.81333,0.1,0.10894,2.25371,10.1379,0.88769,0.6433,1426.05009,-66.21206,non_variables
1.81609,0.17667,0.0,45281.22808,0.39577,0.88667,-0.16667,0.0727,3.152,25.06247,1.01751,0.62072,1326.04457,36.61209,non_variables
2.15588,0.24333,0.0,47428.97844,0.52774,0.57667,0.03333,0.06626,0.75745,1.08872,1.01558,0.75289,1285.79728,821.6084,non_variables
1.87818,0.19,0.0,35852.66311,0.37017,0.92,-0.03333,0.05221,1.35828,18.51914,1.00649,0.58184,956.88247,-11.18923,non_variables
0.73679,0.01,0.0,12584.11114,0.18642,0.99667,-0.03333,0.05975,15.57191,263.7841,1.46551,0.23333,110.96362,26.75185,non_variables
1.73645,0.15333,0.0,20364.40476,0.26493,0.87667,0.1,0.06222,1.33869,13.37488,0.88346,0.59107,463.16313,-20.57974,non_variables
2.12399,0.21,0.0,25750.66572,0.35678,0.84333,0.23333,0.06771,0.73915,7.62131,0.96581,0.61606,1016.20368,-42.4328,non_variables
1.88845,0.22667,0.0,95715.61362,0.40243,0.69,0.03333,0.0788,1.55745,2.70206,1.01365,0.76235,5152.45216,65.37695,non_variables
2.12139,0.13667,0.00336,41827.29967,0.28828,0.92667,0.1,0.05624,3.62275,36.58762,1.08643,0.52963,1450.24836,-26.53528,non_variables
1.82626,0.17,0.0,5682.62191,0.2945,0.85333,0.03333,0.08018,1.24509,8.01978,0.84361,0.64372,121.16955,-227.35138,non_variables
2.42957,0.18,0.0,46972.397,0.40223,0.74667,-0.1,0.05256,1.74248,5.02525,1.16266,0.69482,1138.0879,8.66386,non_variables
2.04705,0.16667,0.0,38370.9613,0.40171,0.88333,-0.03333,0.05419,2.05541,17.106,1.00537,0.61875,996.60783,10.16672,non_variables
2.1003,0.17,0.0,39496.01934,0.35684,0.88333,-0.23333,0.06673,2.52493,23.99351,1.0473,0.58915,1643.62674,91.92246,non_variables
1.75442,0.12333,0.0,39343.65205,0.28047,0.91333,-0.03333,0.08551,2.22933,22.59701,0.97791,0.52825,1320.33521,-484.35484,non_variables
1.85704,0.16,0.0,69353.05745,0.40646,0.88,0.23333,0.08908,2.42644,18.33612,1.0496,0.61578,2468.43133,16.72431,non_variables
0.89604,0.02,0.0,32276.80648,0.11722,0.99,-0.1,0.0694,13.73142,213.67262,1.45572,0.22611,291.56416,19.17574,non_variables
1.8273,0.19667,0.00336,36121.89038,0.49103,0.79667,0.16667,0.06504,1.68612,11.24493,0.96784,0.69394,840.39286,839.018,non_variables
1.84882,0.15667,0.0,43758.57326,0.3623,0.85333,0.23333,0.08009,2.46755,14.95089,1.06073,0.61898,1494.56853,18.12819,non_variables
2.0474,0.24,0.0,18941.75213,0.49239,0.62667,-0.1,0.07828,1.15974,1.83953,1.04182,0.76425,324.32196,20.10656,non_variables
2.44585,0.12,0.0,156800.55932,0.35239,0.9,-0.1,0.07174,2.35493,15.267,1.12755,0.55985,11889.90481,378.98281,non_variables
2.18364,0.19333,0.0,10653.7843,0.37265,0.76,-0.16667,0.07058,1.57915,4.10342,0.98415,0.69081,171.80992,-56.87717,non_variables
2.24966,0.14,0.0,60119.07995,0.41943,0.92,0.16667,0.06316,1.63424,24.72875,1.13083,0.57822,2765.71967,-22.02317,non_variables
2.01743,0.18,0.0,39493.54491,0.44975,0.9,0.1,0.08284,2.3223,29.91448,1.13806,0.60897,1139.40088,-273.46681,non_variables
2.04053,0.22667,0.0,14652.6619,0.30987,0.72667,0.1,0.16163,1.39207,3.27347,0.99787,0.73638,210.55825,-188.01426,non_variables
1.84434,0.13667,0.0,28163.56112,0.2738,0.84333,-0.16667,0.07916,2.23876,12.57231,0.83711,0.58846,1020.45382,51.69678,non_variables
1.78498,0.18667,0.0,27070.69073,0.26725,0.86333,0.16667,0.07789,-1.21875,11.58481,0.89724,0.58724,812.88244,-15.7753,non_variables
0.25972,0.14,0.0,8684.92264,0.05126,0.92333,-0.03333,0.08143,-0.29959,22.64041,0.14933,0.57126,1899.19358,-2.7481,non_variables
1.93878,0.17667,0.0,22028.00534,0.36901,0.79333,0.1,0.0658,0.24963,6.29091,0.97448,0.64145,567.56898,-180.43144,non_variables
1.92194,0.20333,0.0,6933.31602,0.42664,0.65667,-0.03333,0.07186,1.61776,2.99615,1.00203,0.73141,76.45498,35.72093,non_variables
2.09507,0.19333,0.0,35236.55552,0.36404,0.70667,-0.16667,0.08149,1.52473,6.03401,0.88922,0.65324,1208.27202,-25.47288,non_variables
1.80578,0.20333,0.0,42433.25699,0.39711,0.79333,0.16667,0.07275,0.03561,4.84974,0.86001,0.68305,1816.40627,-28.15617,non_variables
2.22531,0.2,0.0,54376.63134,0.4397,0.78,0.03333,0.09982,0.40443,4.5021,1.04322,0.67224,1854.16218,-26.98373,non_variables
1.65889,0.19333,0.0,90303.2403,0.32699,0.79667,-0.03333,0.08195,0.77211,6.16471,0.80004,0.64684,7967.43143,-9.80247,non_variables
2.43097,0.18333,0.0,9640.35528,0.38347,0.85333,0.03333,0.07607,2.87618,21.702,1.14329,0.60631,106.59121,18.804,non_variables
1.9189,0.10667,0.0,22001.63432,0.26891,0.93333,0.16667,0.06344,3.98302,37.7711,1.13396,0.49653,242.56145,27.27455,non_variables
1.77941,0.12667,0.0,21032.74067,0.34463,0.92,-0.16667,0.04933,3.0867,26.8484,1.11106,0.5466,477.65903,12.13874,non_variables
1.71094,0.18,0.0,31304.77197,0.31603,0.78,-0.1,0.08499,1.25817,7.26038,0.77137,0.65972,933.03494,-12.90529,non_variables
1.3945,0.04667,0.0,61993.61171,0.26496,0.97667,0.1,0.05793,2.43586,72.29919,1.3169,0.38083,1638.67805,-37.85325,non_variables
1.86635,0.17333,0.0,44183.67238,0.33463,0.88667,0.1,0.07705,1.59066,20.31011,1.00401,0.5773,1395.27961,-41.78957,non_variables
2.31384,0.16667,0.0,12627.51906,0.36194,0.86667,0.16667,0.0486,2.27121,18.65079,1.08296,0.58276,152.13759,132.08136,non_variables
2.30805,0.12,0.0,30230.639,0.29318,0.89667,-0.1,0.06039,3.81044,24.19005,1.06228,0.54287,825.85918,386.11287,non_variables
2.09698,0.12667,0.0,30209.80608,0.3192,0.92,-0.03333,0.05825,4.10187,40.87285,1.08263,0.52823,651.69768,-30.60216,non_variables
2.1316,0.14333,0.00336,16288.90445,0.25114,0.88333,-0.03333,0.06102,0.64624,12.32539,0.9081,0.56797,264.68401,-9.44515,non_variables
2.31315,0.19,0.00336,64457.86915,0.32426,0.91,-0.16667,0.06629,0.93703,18.7286,1.10484,0.55587,2860.94098,-30.14006,non_variables
1.76528,0.14667,0.0,49313.99776,0.33066,0.91,-0.16667,0.05635,1.28346,15.33405,0.92848,0.5753,1654.31113,41.44016,non_variables
1.89966,0.10667,0.0,77613.46581,0.26221,0.92333,0.1,0.06685,1.58372,23.60611,1.1671,0.49923,2649.76252,41.04935,non_variables
1.9235,0.15,0.0,36039.11332,0.29956,0.87667,0.03333,0.06803,2.01418,17.21752,1.03148,0.55431,1536.09613,-27.59401,non_variables
0.7187,0.05,0.00336,23502.11932,0.10214,0.97667,-0.1,0.05177,9.07923,133.87122,0.77718,0.33338,502.83026,-82.59667,non_variables
2.30103,0.21333,0.0,113631.9891,0.36271,0.78,-0.1,0.08024,-0.52665,5.48983,0.96554,0.63746,8153.08507,-675.84911,non_variables
2.22631,0.18667,0.0,32037.63642,0.44526,0.74333,0.1,0.04219,0.85792,4.19398,0.94882,0.68639,1145.89889,-72.80114,non_variables
1.93386,0.15333,0.0,34302.77039,0.43133,0.88333,-0.23333,0.06335,-0.85303,10.90685,1.04846,0.64141,647.23501,140.24681,non_variables
2.27676,0.16,0.0,22742.60359,0.31395,0.84667,-0.16667,0.05837,2.228,14.09161,1.09598,0.58301,374.83262,-199.88889,non_variables
1.6719,0.16667,0.0,34783.54187,0.31512,0.83667,0.16667,0.07732,1.60668,9.91986,0.96948,0.61165,1428.78654,36.79613,non_variables
2.10859,0.20667,0.0,17666.76955,0.37583,0.80667,-0.03333,0.06694,0.90784,6.11968,1.02493,0.65585,266.24102,-458.8055,non_variables
1.55386,0.15667,0.0,159256.12358,0.27113,0.87333,0.03333,0.07245,0.95566,11.21159,0.80457,0.609,23199.14605,-16.7086,non_variables
