Amplitude,Beyond1Std,Con,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,Rcs,Skew,SmallKurtosis,Std,StetsonK,Eta_e,Meanvariance,class
2.50168,0.15333,0.0,26271.42785,0.33069,0.82333,-0.1,0.08569,2.03765,9.45673,1.05259,0.60811,667.85473,-176.48977,non_variables
2.03807,0.21667,0.00336,53697.53901,0.43273,0.69667,-0.03333,0.1117,0.58665,3.66693,0.98072,0.6892,1545.66754,124.82,non_variables
1.99996,0.18667,0.0,33273.73794,0.37872,0.81667,-0.1,0.06299,1.59624,9.69103,0.99565,0.62883,790.87847,1875.03035,non_variables
2.3,0.19,0.00671,77596.2384,0.36782,0.79333,0.1,0.04371,0.19819,5.7803,1.0216,0.63602,6250.95797,-50.40586,non_variables
2.31577,0.19333,0.0,17538.52451,0.38759,0.79667,0.1,0.07402,1.45282,7.84417,1.05673,0.63909,242.31215,583.95456,non_variables
2.07339,0.10667,0.0,46362.47675,0.27305,0.92,-0.1,0.08921,1.78768,18.43723,1.0163,0.52179,1431.6182,-174.05329,non_variables
1.79944,0.20667,0.0,63283.14449,0.3761,0.73333,0.03333,0.09286,0.70844,4.20423,0.85627,0.6888,4851.81231,-60.44656,non_variables
0.98824,0.02,0.0,10197.49027,0.14854,0.99,-0.03333,0.05915,13.82216,223.56696,1.26243,0.27599,51.13442,89.86926,non_variables
2.24633,0.18,0.0,38943.4501,0.35892,0.80333,0.03333,0.06619,1.74128,5.93382,1.05191,0.67835,1273.29596,21.1471,non_variables
2.12005,0.16667,0.0,55560.83904,0.31071,0.86667,-0.1,0.05644,1.05017,9.53493,0.96987,0.61158,2394.7423,-95.91846,non_variables
2.04393,0.19333,0.0,61564.96108,0.44493,0.81,0.03333,0.07269,1.33975,9.09523,1.08976,0.65024,1915.46341,118.6334,non_variables
2.34056,0.21333,0.0,36926.82576,0.4613,0.75333,-0.1,0.07914,0.23288,3.68633,1.04066,0.69122,809.05727,-145.95037,non_variables
1.80557,0.15667,0.0,59288.00639,0.34485,0.87333,0.03333,0.05227,2.14373,14.14851,0.95699,0.61101,2015.05025,-32.41321,non_variables
1.99678,0.15333,0.0,32358.74556,0.41059,0.85333,-0.03333,0.06793,1.83004,11.77056,1.04382,0.61579,805.67629,48.78042,non_variables
2.2652,0.16667,0.0,22197.19322,0.36393,0.82,-0.23333,0.06058,0.57727,7.08255,1.03699,0.6035,470.38843,-27.27889,non_variables
1.79969,0.16333,0.0,23668.92429,0.35057,0.84,0.1,0.1009,2.28379,12.15792,0.95417,0.63836,1007.69752,439.93873,non_variables
1.90004,0.17333,0.0,65096.00762,0.37723,0.79667,-0.16667,0.04938,1.82612,9.82298,0.94891,0.62855,5817.30693,-137.01384,non_variables
2.25106,0.17333,0.0,27427.34162,0.34899,0.82,0.03333,0.06343,-0.91064,6.98358,1.0186,0.63438,796.89228,-54.47076,non_variables
2.004,0.19333,0.0,26071.72781,0.45679,0.87,-0.03333,0.12802,1.4414,9.05847,1.04714,0.66857,468.18242,57.21724,non_variables
1.77767,0.14667,0.0,39548.22333,0.36279,0.87667,-0.03333,0.05679,1.45158,10.39682,0.94021,0.6247,1557.37022,24.25155,non_variables
2.62395,0.18333,0.01007,30783.6364,0.30002,0.77,-0.03333,0.10144,0.78177,4.46746,1.00404,0.61577,871.10411,-18.70545,non_variables
1.95619,0.20333,0.0,55853.90752,0.38518,0.77667,0.1,0.05389,1.25714,6.36535,0.91203,0.66443,3552.58951,94.02154,non_variables
2.17203,0.12333,0.0,29804.30592,0.31489,0.87667,0.03333,0.06022,2.96606,15.51163,1.06422,0.57306,1414.32288,15.77474,non_variables
2.01641,0.25,0.0,67754.88468,0.42663,0.64,0.23333,0.06928,0.18023,1.39301,0.89824,0.71998,3279.51403,8.93886,non_variables
2.122,0.13333,0.0,54982.99161,0.36623,0.89333,-0.16667,0.04472,2.28865,21.41372,1.12098,0.56501,2654.0233,-166.4698,non_variables
2.38984,0.41333,0.00336,169570.61278,0.30829,0.83667,-0.16667,0.10681,-0.87759,8.20716,1.02156,0.59835,13922.01349,-38.47755,non_variables
2.24009,0.19333,0.00336,69737.07943,0.41266,0.75667,-0.1,0.12076,-0.58148,4.11615,0.98895,0.68478,4837.54079,-10.0814,non_variables
1.78635,0.18,0.0,39212.31446,0.35687,0.79,-0.1,0.07196,-0.58107,5.05884,0.79332,0.67074,1814.36326,-5.17903,non_variables
2.14463,0.26333,0.04698,7886.3676,0.62095,0.4,0.03333,0.27916,-0.10169,0.1552,0.97313,0.7925,64.44621,409.08869,non_variables
1.97877,0.12333,0.0,63802.37479,0.33444,0.88333,-0.1,0.06442,2.94565,17.76107,1.0736,0.56656,2359.72492,18.07611,non_variables
1.86951,0.13667,0.0,43437.01392,0.3164,0.89,-0.03333,0.09727,3.07641,25.26141,0.98859,0.56254,2165.76534,149.22373,non_variables
2.09179,0.2,0.0,13658.47704,0.41424,0.76,0.1,0.08644,0.53904,4.58165,0.92764,0.68341,245.48846,-25.85045,non_variables
1.94976,0.18667,0.0,10034.28413,0.38007,0.79333,-0.1,0.07783,1.21077,5.72872,1.03784,0.69453,222.8351,14.65896,non_variables
2.1519,0.15333,0.0,48109.92628,0.32168,0.85667,-0.03333,0.04161,2.07305,12.20841,0.97824,0.60479,2174.26084,42.25149,non_variables
2.17276,0.21,0.0,81323.42846,0.45672,0.71,-0.03333,0.10143,1.36772,3.39179,1.08645,0.72704,2691.71223,16.13217,non_variables
2.36783,0.18333,0.00671,86486.99132,0.30349,0.78,0.03333,0.08126,0.20525,4.82885,0.93213,0.61817,4921.48175,-18.30792,non_variables
2.201,0.17667,0.0,40763.56608,0.37829,0.73333,-0.1,0.06157,1.99891,5.22806,0.95549,0.68191,1142.90265,-59.52328,non_variables
2.36604,0.13333,0.0,20219.24095,0.28732,0.90333,-0.03333,0.05488,3.09227,23.91059,1.1508,0.51832,412.38527,76.23095,non_variables
1.87494,0.1,0.0,18273.644,0.22829,0.92333,-0.1,0.06225,4.37062,29.72588,1.04641,0.4939,412.99936,-20.07385,non_variables
2.66378,0.15333,0.0,20499.0835,0.38374,0.83667,0.03333,0.07207,1.08331,8.16611,1.08236,0.59877,522.34826,182.81796,non_variables
2.05963,0.22,0.0,69245.43716,0.46474,0.74,0.23333,0.09645,0.0033,4.52894,0.98899,0.69042,4455.40882,89.28879,non_variables
2.08331,0.21,0.0,59842.29644,0.52843,0.62667,0.03333,0.15028,0.98681,2.75611,1.00019,0.72315,2144.05175,73.30889,non_variables
2.22106,0.18,0.00336,42914.71941,0.34357,0.8,-0.16667,0.08003,1.25357,6.32875,0.93406,0.64202,2339.06817,844.93367,non_variables
2.23421,0.14333,0.0,53726.71529,0.37527,0.83667,-0.1,0.06836,0.716,6.28525,1.00775,0.63745,1865.44127,66.90205,non_variables
1.99211,0.11667,0.0,9936.64202,0.32309,0.90333,-0.03333,0.06536,3.25563,24.42836,1.15703,0.51717,153.9156,-30.13614,non_variables
2.07937,0.20333,0.0,76082.43728,0.42645,0.78,-0.03333,0.09309,0.96473,5.87101,1.06504,0.66537,3300.88206,-82.54341,non_variables
1.8033,0.18667,0.0,95588.64048,0.29417,0.82,0.1,0.07199,1.74191,10.60385,0.98187,0.62579,6477.90316,-44.685,non_variables
2.33897,0.2,0.0,52830.88307,0.4057,0.76,-0.1,0.06564,0.67692,5.29126,1.00348,0.6508,1866.45847,-33.09074,non_variables
1.52231,0.21333,0.0,63079.37493,0.40031,0.82,-0.1,0.08453,1.20561,8.21291,0.8172,0.69237,4274.01896,-10.02037,non_variables
1.9913,0.16333,0.0,51787.82718,0.39075,0.82667,-0.1,0.08418,1.8642,8.83814,0.95021,0.64099,3397.18994,-37.02752,non_variables
2.57177,0.12,0.0,31959.14344,0.28079,0.90667,-0.16667,0.08177,2.74904,14.71947,1.11238,0.55328,507.22759,12.11466,non_variables
1.66473,0.16667,0.0,11409.03828,0.31835,0.89,-0.16667,0.05392,0.38617,15.97294,0.88303,0.60791,219.48699,-11.64956,non_variables
2.0439,0.17333,0.0,48648.1436,0.48053,0.85667,0.03333,0.09921,2.41194,18.25407,1.05183,0.62971,1312.4657,52.24987,non_variables
2.35064,0.18667,0.0,124884.6461,0.4083,0.77667,-0.03333,0.04384,1.69649,7.50179,1.07902,0.65068,7330.35168,23.61457,non_variables
2.15658,0.17333,0.0,10107.63941,0.349,0.84,0.16667,0.05594,-0.59383,8.36682,0.97556,0.6275,172.92328,-26.77377,non_variables
2.20384,0.16,0.0,15562.31478,0.36537,0.80667,0.03333,0.10577,1.80468,8.64827,1.00954,0.61895,398.2909,22.49746,non_variables
1.75094,0.19667,0.0,72055.58554,0.31864,0.77,-0.1,0.07552,0.07649,5.09371,0.75536,0.65683,5910.01576,-20.19747,non_variables
1.741,0.16667,0.0,25758.35863,0.35341,0.84,-0.03333,0.07823,2.11156,12.81215,0.89971,0.63017,924.87601,88.56601,non_variables
2.4326,0.20667,0.0,9623.72048,0.50777,0.74667,0.03333,0.11994,0.63294,3.31371,1.06294,0.6901,80.19858,-163.17145,non_variables
1.58436,0.18667,0.0,49238.26191,0.31121,0.80333,-0.03333,0.08612,0.04915,6.06131,0.76917,0.64648,3519.13178,-13.73241,non_variables
2.11558,0.15667,0.0,122302.59963,0.38988,0.79667,-0.23333,0.05941,2.04166,9.51633,1.03272,0.61934,7484.17179,-1518.91633,non_variables
2.45665,0.17,0.0,29547.97116,0.35515,0.84333,0.16667,0.08925,2.45279,12.85553,1.08921,0.62457,689.43503,22.78564,non_variables
1.51741,0.14,0.0,43737.64667,0.19245,0.91667,-0.03333,0.09022,-2.54801,29.73691,0.74251,0.53375,2002.62044,-18.85479,non_variables
1.62071,0.18,0.0,27967.4426,0.30097,0.78667,-0.03333,0.08217,0.67323,6.13742,0.80322,0.64372,1160.9779,-8.84986,non_variables
1.72703,0.16667,0.0,11379.32729,0.27384,0.83333,0.16667,0.07311,-1.44184,11.09459,0.81692,0.61312,187.80343,-11.66734,non_variables
2.07179,0.19333,0.0,113362.50942,0.40399,0.85333,-0.03333,0.07861,1.90168,15.16542,1.06906,0.6183,11583.3093,50.33365,non_variables
1.89101,0.15,0.0,69469.70763,0.28458,0.91,-0.03333,0.10495,0.39481,16.72634,0.92402,0.56892,3785.52054,70.55008,non_variables
1.96502,0.17333,0.0,73899.61127,0.29022,0.83667,-0.3,0.0599,0.60974,7.67047,0.84237,0.61777,7585.81945,-32.15195,non_variables
1.9029,0.19333,0.0,10478.34038,0.41274,0.84667,0.1,0.07721,0.5322,8.4123,0.95948,0.65629,230.48609,32.52041,non_variables
1.88315,0.12,0.00336,72386.27787,0.35531,0.89333,0.1,0.06124,1.99916,16.36748,1.04062,0.56408,2704.28995,514.71653,non_variables
2.27012,0.17,0.0,21534.60769,0.35053,0.82667,0.16667,0.082,1.03786,7.32293,1.06858,0.63594,423.83283,24.44676,non_variables
1.9803,0.15,0.0,43654.83974,0.2736,0.9,-0.1,0.05883,1.55299,15.35527,1.01451,0.54984,765.0692,-158.59083,non_variables
2.19776,0.15333,0.0,56745.58456,0.33425,0.83333,0.16667,0.07024,0.92833,7.25887,0.91677,0.62392,2614.42774,-12.73189,non_variables
1.23058,0.16667,0.0,7616.48354,0.2546,0.88667,-0.16667,0.05717,1.76933,18.6731,0.67444,0.61052,253.55227,-6.26866,non_variables
2.12702,0.16,0.0,41531.24739,0.39116,0.90333,0.1,0.07332,1.27061,18.59319,1.10032,0.58713,814.05469,32.93715,non_variables
2.12322,0.16667,0.0,103059.1206,0.336,0.83333,0.03333,0.05988,2.67992,15.54105,1.06971,0.58357,6418.44069,35.91945,non_variables
2.32193,0.17333,0.00336,12348.87872,0.36768,0.76,0.16667,0.05253,-0.60682,5.31659,0.97713,0.63979,143.94278,-15.06909,non_variables
2.11903,0.18667,0.0,14313.35588,0.35262,0.75333,0.03333,0.06581,0.96229,4.08221,0.96596,0.68159,311.55315,52.71176,non_variables
2.42113,0.16,0.0,79194.28764,0.39105,0.82,-0.03333,0.08128,0.64114,7.48208,1.03264,0.61869,6079.4219,-28.91449,non_variables
1.94207,0.15,0.0,20559.94473,0.35377,0.85333,0.03333,0.08042,3.32498,23.04209,1.06138,0.58351,332.72512,16.29885,non_variables
2.11865,0.23,0.0,71971.38183,0.42728,0.71,0.1,0.08229,-0.14943,2.48054,0.94469,0.70148,3438.34047,-901.0916,non_variables
1.4612,0.19333,0.0,6676.26454,0.31813,0.86,0.16667,0.07968,-0.09166,11.79371,0.76023,0.64732,207.32345,-66.89951,non_variables
2.29283,0.18333,0.0,45715.30381,0.31085,0.77333,0.1,0.07708,0.61814,4.75318,0.94049,0.63042,2217.53295,-33.801,non_variables
1.8745,0.14,0.0,8327.75566,0.24554,0.89667,0.03333,0.04903,4.01992,28.28108,0.98012,0.55292,128.48465,28.02308,non_variables
1.79605,0.16,0.0,22922.20029,0.30283,0.84333,0.03333,0.0838,2.58893,13.86207,0.88784,0.61982,508.56836,261.92341,non_variables
2.3586,0.12667,0.0,24045.5863,0.36354,0.83667,0.03333,0.07336,2.73644,13.04988,0.99714,0.59849,676.299,45.40538,non_variables
1.9679,0.19333,0.00336,12855.1232,0.39832,0.76,0.23333,0.07666,1.40468,5.24759,0.94576,0.67538,219.01845,52.23104,non_variables
2.15442,0.17667,0.0,24288.61882,0.30191,0.8,-0.1,0.08407,1.09052,5.27171,0.92059,0.62483,521.12219,-22.73108,non_variables
2.05897,0.15333,0.0,16213.14236,0.37742,0.81667,-0.03333,0.06942,0.80472,7.55057,1.06128,0.61113,279.41007,-31.63445,non_variables
1.82949,0.22667,0.00336,5370.03908,0.41657,0.69333,-0.03333,0.10247,0.33627,3.3076,0.90093,0.69816,129.62961,13.45715,non_variables
2.29486,0.15667,0.00336,10101.43666,0.34308,0.82667,0.03333,0.07132,0.2184,7.06304,1.00707,0.61144,135.1328,-19.43293,non_variables
1.57202,0.14,0.0,24417.65205,0.28102,0.84333,0.1,0.08064,3.22702,20.12462,0.83032,0.58351,913.90475,-38.83183,non_variables
2.43031,0.15667,0.00671,40616.75294,0.39266,0.8,0.1,0.09215,1.63657,7.80391,1.02377,0.62668,2280.87844,570.98234,non_variables
2.30116,0.17,0.00336,11069.70033,0.30003,0.8,0.1,0.0695,0.12955,5.52503,0.9376,0.60955,276.52894,-50.95894,non_variables
0.89521,0.02,0.0,9359.45056,0.17172,0.99,0.03333,0.05411,13.03786,199.43086,1.37346,0.27565,31.21576,49.87475,non_variables
1.89089,0.16333,0.0,73842.53484,0.29466,0.90333,-0.1,0.09986,1.36987,20.20634,1.02726,0.56409,4975.28449,71.12895,non_variables
2.07819,0.17667,0.00336,55555.3878,0.3904,0.79333,0.1,0.08981,1.50373,7.59933,0.91459,0.65402,2677.43263,22.67302,non_variables
1.94026,0.17333,0.0,85677.47847,0.30785,0.82,0.03333,0.08329,1.04026,7.71854,0.90424,0.61962,7479.2977,-156.47459,non_variables
1.96461,0.18333,0.0,59417.01554,0.35239,0.83333,-0.23333,0.11379,1.35354,8.64458,1.01651,0.63397,1826.59062,-35.62638,non_variables
1.81815,0.17333,0.0,29295.14749,0.3823,0.90333,-0.03333,0.03862,1.64924,22.49144,0.99752,0.61805,922.04471,-102.74158,non_variables
2.12231,0.14333,0.0,31071.85058,0.358,0.83667,-0.16667,0.05155,1.65697,9.02248,1.00491,0.61262,1613.08549,-233.70491,non_variables
2.03089,0.16333,0.00336,41949.26989,0.34764,0.81667,0.03333,0.04343,0.98093,5.79918,0.91502,0.64441,1217.45698,-15.17862,non_variables
2.07808,0.23,0.0,52252.67351,0.43537,0.73667,-0.03333,0.1079,0.78866,3.49798,0.97289,0.71782,2366.44502,-78.84459,non_variables
2.12038,0.16,0.0,91849.10404,0.35536,0.82,-0.03333,0.07696,0.92193,6.64824,0.92007,0.63589,5700.55103,-23.94939,non_variables
2.25246,0.20333,0.0,39906.96482,0.46512,0.74,-0.1,0.07468,0.6505,3.39756,1.07162,0.69017,1061.96751,-116.75328,non_variables
1.55162,0.17,0.0,45158.98331,0.29064,0.85,0.03333,0.07249,2.13757,12.74483,0.73964,0.62552,2392.432,21.6728,non_variables
2.47807,0.18333,0.0,62166.79414,0.30294,0.79333,-0.3,0.05524,1.47801,6.71358,1.04257,0.62462,3845.02277,-105.98513,non_variables
1.98549,0.17667,0.00336,65453.16846,0.35756,0.85333,-0.16667,0.0607,1.07869,10.82501,1.00446,0.60891,2396.70838,-23.28599,non_variables
2.79486,0.11,0.0,37558.53876,0.30391,0.87,0.03333,0.10293,2.96023,13.38432,1.1053,0.55701,808.52494,15.03604,non_variables
2.54584,0.15,0.0,40928.8947,0.38104,0.83,-0.23333,0.0486,1.61447,8.97465,1.14233,0.59018,1594.10272,-23347.34095,non_variables
2.03342,0.12667,0.0,25577.58853,0.29175,0.86667,-0.1,0.0765,3.18736,17.41655,1.04343,0.55575,927.59695,121.4704,non_variables
2.37723,0.21,0.0,14361.36789,0.36735,0.77333,0.03333,0.10169,1.48605,7.23675,0.99218,0.62917,210.06195,40.4175,non_variables
1.75695,0.19667,0.0,44434.73924,0.33457,0.81333,-0.16667,0.062,0.08121,7.50612,0.88901,0.63417,1624.28494,-421.92404,non_variables
1.93308,0.17,0.00336,50285.47205,0.33283,0.76333,-0.03333,0.08438,1.92425,9.43991,0.91906,0.61798,3707.16075,43.71855,non_variables
1.98532,0.17667,0.0,139353.80098,0.38153,0.87,0.1,0.10197,2.44355,16.96827,0.9851,0.61939,10068.20636,140.52091,non_variables
2.3747,0.14,0.0,23761.97392,0.2853,0.85333,0.03333,0.0812,1.59624,8.18834,1.07179,0.57876,689.79669,33.54674,non_variables
1.64183,0.1,0.0,95117.46744,0.23815,0.95667,0.03333,0.08467,2.15341,36.0859,1.17352,0.45989,3489.81961,-52.86751,non_variables
2.55609,0.17,0.0,35462.64887,0.38629,0.77333,-0.1,0.07891,0.99325,5.14145,1.06662,0.63723,1307.114,-303.79523,non_variables
1.95013,0.14,0.0,72458.20495,0.33238,0.88333,0.23333,0.08699,2.48272,17.61397,0.99903,0.58069,4473.19332,-51.47002,non_variables
2.55606,0.11667,0.0,48169.68952,0.33897,0.87333,-0.03333,0.07798,2.33873,11.83311,1.03595,0.58004,1503.5552,43.60684,non_variables
1.98619,0.28333,0.0,41531.06576,0.2803,0.92333,-0.1,0.07115,0.93935,18.6584,1.17381,0.50774,925.98257,57.95686,non_variables
1.91144,0.20667,0.0,51362.6133,0.4037,0.79333,0.1,0.0697,0.00937,5.61597,0.92785,0.66356,3091.5152,-18.04057,non_variables
1.82007,0.16,0.0,4270.56659,0.35759,0.84,-0.1,0.10899,0.79108,8.07972,0.81734,0.64523,84.57712,18.96776,non_variables
1.93128,0.15,0.0,30502.34424,0.35943,0.88667,-0.03333,0.0816,1.85706,17.33072,1.03616,0.58393,703.02197,25.06846,non_variables
1.93369,0.16333,0.0,76968.01433,0.43263,0.82667,-0.16667,0.05125,1.93874,9.34859,1.0007,0.65002,4028.89758,91.62977,non_variables
2.12247,0.14333,0.0,16342.03876,0.32125,0.88667,-0.03333,0.06777,0.86184,12.08259,1.083,0.56299,352.31171,-60.1201,non_variables
1.35544,0.16,0.0,20287.36621,0.3058,0.87,0.1,0.08862,2.51436,16.58771,0.82937,0.61769,726.37354,-57.43783,non_variables
1.77453,0.15,0.0,38720.84813,0.29261,0.86333,0.03333,0.08734,0.0456,10.33779,0.84702,0.61286,1779.83904,-14.28985,non_variables
2.13376,0.20333,0.0,30575.92623,0.46699,0.69333,0.1,0.07901,0.78032,4.34587,0.98946,0.70127,1086.07395,-58.99883,non_variables
1.8995,0.17333,0.0,158221.54777,0.36364,0.84,-0.1,0.05756,1.16493,10.17101,0.99597,0.61408,14495.48422,-14.87468,non_variables
2.35227,0.15333,0.0,26250.94393,0.27123,0.89333,-0.03333,0.06921,1.70677,15.48142,1.01733,0.56489,1096.72679,25.96596,non_variables
2.16478,0.18,0.00336,41901.58094,0.42319,0.82333,0.03333,0.06432,1.98048,11.02404,1.0709,0.63453,1308.70374,-2308.35102,non_variables
2.63767,0.12333,0.0,45350.43024,0.25958,0.87,-0.03333,0.05992,3.00261,14.22374,1.11483,0.55337,1884.34843,30.8768,non_variables
2.1585,0.13,0.0,69931.78305,0.3436,0.84333,-0.16667,0.08817,2.38438,12.98493,0.99544,0.59599,3132.51804,55.37062,non_variables
1.92473,0.13333,0.0,156074.7909,0.31899,0.88333,0.1,0.08262,2.47968,18.08244,1.00856,0.56435,9773.97495,46.18051,non_variables
2.34718,0.17667,0.0,39421.29361,0.39484,0.82,-0.16667,0.08302,1.31486,7.43452,1.00373,0.6352,1745.57346,1872.77967,non_variables
2.25488,0.17,0.0,68765.43625,0.36524,0.85,-0.03333,0.07825,1.89274,12.00037,1.03266,0.60416,2677.39549,-55.53127,non_variables
2.02853,0.31,0.01007,4312.65778,0.61566,0.43333,-0.03333,0.13812,0.17132,0.03773,0.9765,0.80078,29.06944,-26.75352,non_variables
1.68644,0.08,0.0,106761.00519,0.28246,0.96,-0.03333,0.05673,7.25133,87.66006,1.07689,0.47597,5532.90462,-139.05256,non_variables
2.21524,0.15667,0.0,16477.4033,0.35012,0.81667,-0.16667,0.0648,2.29568,11.72486,1.06356,0.59257,356.4464,89.49641,non_variables
1.60401,0.21667,0.0,18915.38043,0.37474,0.76667,-0.03333,0.07237,-0.51726,4.13848,0.78418,0.68684,587.32603,-37.24937,non_variables
2.15694,0.09667,0.0,32004.67341,0.28986,0.91,-0.03333,0.05893,3.64645,26.51943,1.10306,0.53332,1207.06901,17.82524,non_variables
1.73523,0.15333,0.0,64151.36491,0.32049,0.84667,0.16667,0.11197,2.36755,14.03476,0.94869,0.59094,4262.94957,15.02881,non_variables
1.68248,0.18,0.0,37462.43433,0.34146,0.81,-0.03333,0.06489,0.41191,6.15524,0.82805,0.65029,1157.87141,-9.89955,non_variables
1.91106,0.15333,0.0,98844.41233,0.36307,0.86667,-0.03333,0.06357,2.04088,12.64047,1.07496,0.59043,9045.80414,28.85171,non_variables
2.20099,0.15333,0.0,57145.83477,0.32834,0.81,-0.16667,0.06662,1.45473,8.35134,1.06326,0.59489,3422.15018,22.78141,non_variables
2.2187,0.24667,0.0,49395.70606,0.45216,0.6,0.1,0.08271,0.42158,1.45045,0.98866,0.72569,2086.91003,32.41406,non_variables
1.79168,0.34333,0.0,47689.73692,0.23952,0.94333,-0.03333,0.07861,-2.88006,47.39305,0.96988,0.48526,4537.21985,-13.17887,non_variables
1.94981,0.28333,0.0,33544.34033,0.60575,0.57333,0.03333,0.10069,0.38084,1.54421,0.96527,0.77446,923.23811,318.97897,non_variables
1.28081,0.10667,0.0,23672.49189,0.20075,0.97,0.16667,0.0816,-1.8336,50.62838,0.84874,0.46692,520.75627,-29.78485,non_variables
1.9413,0.15,0.0,65249.68912,0.37902,0.88333,-0.03333,0.05236,2.95099,23.2945,1.06013,0.59197,2013.13702,32.6234,non_variables
2.26195,0.13333,0.0,47656.92859,0.33172,0.89333,0.03333,0.07807,0.62216,16.64118,1.0665,0.5655,1017.2119,-15.62208,non_variables
2.32604,0.21,0.0,147388.20272,0.392,0.78667,-0.03333,0.05861,0.95866,5.87001,1.0204,0.66705,10595.40379,-27.3472,non_variables
1.88771,0.17,0.0,109179.9837,0.33653,0.87,0.16667,0.06173,-0.01493,10.38342,0.96531,0.60183,7205.13702,-17.13524,non_variables
1.82921,0.13667,0.0,80127.98086,0.37979,0.90667,0.23333,0.05487,4.03593,39.06734,1.06317,0.59022,3192.13529,12.05601,non_variables
2.24335,0.13667,0.0,32414.57506,0.32817,0.86333,-0.03333,0.05346,2.07531,11.90892,1.04659,0.59293,857.9904,-47.70053,non_variables
2.20592,0.19,0.0,69064.17945,0.44642,0.79,0.1,0.07712,1.41809,7.49787,1.01598,0.6678,3506.81117,116.66529,non_variables
1.59846,0.15333,0.0,44601.2203,0.31011,0.88333,0.1,0.07668,1.68542,16.43505,0.8787,0.58445,2801.58061,-27.94781,non_variables
2.38712,0.17,0.0,132294.21621,0.42837,0.77333,0.1,0.0831,1.39026,5.7476,1.04972,0.66963,9407.28518,12.86195,non_variables
2.16871,0.17667,0.00336,110385.5125,0.29291,0.82667,-0.03333,0.07018,-1.17192,9.16345,0.98105,0.58299,5311.48064,-22.67907,non_variables
1.19994,0.04667,0.0,29158.19077,0.16377,0.99,-0.03333,0.05687,13.17032,209.22747,1.25429,0.29818,512.30311,47.29358,non_variables
1.9887,0.19333,0.0,50963.22413,0.41881,0.81333,0.03333,0.07952,2.30017,16.25483,1.07833,0.62438,1256.7209,29.90274,non_variables
2.16983,0.16667,0.0,9904.29938,0.32614,0.85333,-0.03333,0.06816,1.25385,12.26229,1.0303,0.58948,183.75237,-40.53506,non_variables
2.11093,0.15667,0.0,54470.86113,0.38417,0.83,0.1,0.09697,2.14748,9.99617,1.01382,0.64711,1232.0109,190.90655,non_variables
2.32619,0.15667,0.0,59174.54322,0.40654,0.85,-0.03333,0.1053,1.83666,11.99427,1.069,0.62807,3058.16669,-29.54172,non_variables
1.94451,0.16,0.0,38744.07866,0.29738,0.83667,0.03333,0.0559,0.78917,7.15244,0.86574,0.61823,1479.8072,19.25743,non_variables
2.48759,0.22333,0.0,20901.02391,0.51322,0.6,0.03333,0.10267,0.14603,1.54928,1.06975,0.70612,465.29958,-30.58458,non_variables
2.10019,0.17333,0.0,37538.44663,0.37418,0.81667,0.16667,0.04855,1.61973,8.60194,0.96358,0.63363,1938.81873,16.01647,non_variables
2.09185,0.20667,0.0,54853.83831,0.3579,0.76333,0.03333,0.07766,0.39547,4.38412,1.01942,0.64993,1619.02371,-296.84432,non_variables
1.59963,0.13,0.0,56733.81167,0.25285,0.87667,-0.03333,0.07941,3.56009,20.48042,0.85066,0.56537,3361.98764,-36.56984,non_variables
2.20586,0.23333,0.0,18089.74559,0.37647,0.71,0.16667,0.11179,-0.07281,3.30119,1.01159,0.65628,394.72109,-26.98089,non_variables
1.86994,0.06667,0.0,12232.78983,0.21356,0.96,0.16667,0.06417,7.96056,93.14348,1.41448,0.36839,92.02099,22.16665,non_variables
2.5385,0.14667,0.0,45064.27294,0.3869,0.80667,0.03333,0.0719,1.85951,7.49088,1.0735,0.62784,2666.34633,26.72016,non_variables
2.16249,0.2,0.0,37158.89172,0.42099,0.75333,0.1,0.07769,1.08721,5.23786,0.97089,0.6777,1072.79859,-91.33553,non_variables
2.4383,0.17667,0.00336,36611.19675,0.32856,0.76667,-0.1,0.04872,1.17375,4.73606,1.03181,0.62856,1700.93479,2956.96566,non_variables
1.941,0.20667,0.0,42426.30236,0.40733,0.71,0.23333,0.06607,0.49599,3.30112,0.90796,0.68399,1628.89077,-180.3663,non_variables
2.16994,0.10333,0.0,62407.50901,0.32636,0.90333,0.03333,0.05798,3.97408,25.60243,1.15157,0.56775,1731.67362,14.36791,non_variables
2.29357,0.17667,0.0,48265.22046,0.40398,0.77,0.03333,0.10042,0.33754,5.60371,1.11756,0.63291,1200.23336,-25.84612,non_variables
2.65638,0.17,0.0,42753.62397,0.3308,0.76333,0.1,0.09263,1.72047,5.37503,1.11575,0.63568,2585.19841,7.43903,non_variables
2.11745,0.14,0.0,58973.13097,0.27333,0.84,0.03333,0.10918,3.06598,17.84533,1.00378,0.56492,1775.84141,-49.26159,non_variables
2.3018,0.12,0.0,174864.75047,0.30667,0.88667,-0.03333,0.08685,3.37439,21.18093,1.01884,0.56136,15905.48802,-201.80008,non_variables
2.42499,0.13,0.0,11567.90707,0.29892,0.89,-0.1,0.08865,1.79213,12.53378,1.03368,0.55767,212.90344,-28.1173,non_variables
2.14655,0.09667,0.0,37659.5126,0.16103,0.92,0.16667,0.08224,2.45633,21.68919,1.10178,0.44538,1204.36136,34.13177,non_variables
