#Macho_id Sigma_B Sigma_B_comp Eta_B Eta_B_comp stetson_L_B stetson_L_B_comp CuSum_B CuSum_B_comp B-R B-R_comp stetson_J stetson_J_comp stetson_K stetson_K_comp skew skew_comp kurt kurt_comp std std_comp beyond1_std beyond1_std_comp max_slope max_slope_comp amplitude amplitude_comp med_abs_dev med_abs_dev_comp label
18.3446.4192 -0.00430628272021 0.509837921935 0.937961654222 0.586174217904 1.52215664437 0.729407230546 0.338459909812 0.648633310222 -0.41485 0.679405268334 1.63926585512 0.72348078476 0.740990851736 0.742312051768 0.235209392355 0.568067617517 1.69189294193e+15 0.73017845952 0.0325567085068 0.510914956151 0.31875 0.731738685554 0.999633162181 0.637120544624 0.18 0.468537689312 0.0215 0.372210047886 2
19.3574.89 -0.00264035686686 0.317312544234 1.71448866962 0.373692830297 0.367799409785 0.748279808395 0.160164670294 0.699568308773 -0.434054545455 0.710350598159 0.410539831396 0.701988439814 0.714921930986 0.627277188729 0.248753332816 0.543610389157 4.92649212857e+15 0.702668415542 0.0193834598407 0.31776613562 0.3 0.538443425497 0.162059033683 0.314285714286 0.131 0.314285714286 0.011 0.5 2
19.3817.109 -0.00470184668064 0.53793435434 1.06020465185 0.549384351173 0.848406014578 0.772759022131 0.25140174646 0.676567677194 -0.431390909091 0.55758062149 0.891328817046 0.760479581993 0.759571537109 0.764900233352 0.611166640549 0.809196196741 3.87470754083e+14 0.759312453329 0.0333873430946 0.533896160071 0.3 0.590988486731 0.414861565449 -0.142857142857 0.18 -0.142857142857 0.0195 0.763463873892 2
19.4306.88 -0.00803570032692 0.728849138342 1.59039560695 0.758630866346 1.00802750306 0.757761034745 0.242639820246 0.73580434108 0.0620352941176 0.721368733878 1.10221196186 0.786708292614 0.729810576618 0.863964893135 -3.10699725305 0.713543875846 2.5704530363e+15 0.851588694991 0.0541105625173 0.726731301836 0.123529411765 0.783716948277 1.55711699777 0.795964012571 0.63 0.719132307874 0.023 0.710468065856 2
206.16717.81 -0.00300565509994 0.733939336833 0.866470527035 0.503371345075 2.07542177346 0.525337183718 0.352222277221 0.515121243697 -0.318778947368 0.561961327471 2.09695202782 0.528165763045 0.789806611333 0.732988630132 -0.183798130018 0.606725593337 1.05334695589e+16 0.851129237967 0.0239868361752 0.735617511516 0.278947368421 0.740803645467 0.055878943856 0.162350175266 0.118 0.928888888889 0.0165 0.694008927872 2
206.16943.1467 -0.00633891268103 0.741036144706 1.58624625056 0.873547330691 0.663547419903 0.624678096716 0.234777630827 0.554252542574 -0.390572222222 0.701131023173 0.650776209663 0.635510499121 0.813660415394 0.631818842712 -2.00988388116 0.627183962432 3.49965522659e+15 0.854289913513 0.0440013158621 0.740014286034 0.2 0.696489409441 0.416336584996 0.464285714286 0.4 0.464285714286 0.022 0.770092217784 2
206.17003.54 -0.00884683787329 0.697516087768 0.437351505493 0.781545306885 4.2134739874 0.806055405083 0.426102984795 0.801639494759 -0.0391777777778 0.66495644879 4.74405719212 0.794364927305 0.708750359825 0.884586828889 -0.0502928802012 0.731368171783 1.02597264523e+14 0.704599387987 0.0727838690165 0.687968286542 0.3 0.693055403208 2.27723665238 0.365566905143 0.385 0.495582110783 0.0495 0.764220392759 2
207.16253.210 -0.00509548948638 0.607456169031 1.832155609 0.402306179433 0.399282231902 0.672635253916 0.127507507883 0.660162155758 0.4615 0.827631295275 0.398404427112 0.669785117345 0.799758234032 0.711106462067 0.781614284354 0.474283193014 2.14770901343e+15 0.835567398356 0.0339856240168 0.610619434618 0.233333333333 0.410769539968 0.138131852399 0.125118382141 0.244 0.374674271105 0.02 0.745163636364 2
207.16256.307 -0.0146758758562 0.648432532656 0.289705944437 0.834691427911 3.20491199796 0.515180887503 0.407024379814 0.750523169047 -0.0592066666667 0.753285919906 3.18815881514 0.541278326337 0.802193341885 0.812326956539 0.313971548139 0.746344441671 1.12541877173e+13 0.857439868675 0.0975295113944 0.64154824614 0.353333333333 0.791964495554 3.35549745805 0.636363636364 0.4 0.554687157433 0.0775 nan 2
207.16259.243 -0.00638217169354 0.412345017346 0.848751515061 0.693578292698 1.05880538013 0.901066354737 0.284111020621 0.856462396165 -0.462361904762 0.901030766376 1.16963508136 0.90561869856 0.722384876114 0.723408578891 -0.393485195945 0.623691361348 2.27944977604e+15 0.765538550663 0.0472787936015 0.410096988129 0.27619047619 0.721655183797 0.158498232929 0.144793549 0.369 0.108697768391 0.028 0.891031248906 2
207.16309.362 -0.00781831238297 0.772580266262 1.6670830747 0.649370530289 0.201604801796 0.626381412036 0.145811976404 0.912699987293 -0.482338095238 0.622401713035 0.20068370991 0.612741137707 0.801662635724 0.800300043247 -0.126193410495 0.65231209725 9.84778843132e+14 0.832648937847 0.0541358192125 0.772929651159 0.228571428571 0.707509063128 0.31215093932 -0.0588235294118 0.358 0.297022635447 0.0275 0.83259659681 2
207.16369.202 -0.00396648876776 0.752129702373 1.32465419944 0.824592630847 0.674107581549 0.743247414876 0.221453273772 0.651522026296 -0.541876190476 0.845083102842 0.679848166211 0.750304366653 0.791261750509 0.781928076616 0.212491025354 0.782360991204 8.85921044381e+15 0.866054412092 0.029658985336 0.752769535043 0.3 0.840490002273 1.48218292626 0.788235294118 0.208 0.38518742233 0.0195 0.699181592594 2
207.16370.107 -0.0108266384573 0.792240100435 0.494481971268 0.887430337115 3.3449467781 0.777195090098 0.356925722525 0.742718756137 0.711395238095 0.744610816829 3.57380722898 0.781067392363 0.746897456383 0.653565714109 -0.172636825974 0.772403189481 1.7628769289e+14 0.855027542513 0.0741911382465 0.793962243172 0.357142857143 0.751594401432 0.720505589152 0.788235294118 0.415 0.808546096982 0.054 0.734188348006 2
207.16483.111 -0.00595310167114 0.89428264786 0.211716827372 0.724690271746 3.49175175489 0.728021210533 0.342133392668 0.704690212596 -0.215585 0.722752026779 4.03808305107 0.696460168531 0.690034817303 0.632169968115 2.03808920825 0.67183407967 3.52130189247e+15 0.791779841341 0.0466693703164 0.895582378497 0.265 0.782810243394 0.0656860208208 1.0 0.325 0.755011171926 0.0265 0.562185727788 2
208.15912.448 -0.0222599761504 0.762188231218 1.67548746432 0.66698759981 0.535075458686 0.727017123287 0.385366220794 0.708337822898 0.694404761905 0.85763341433 0.586409986754 0.729635524898 0.728142810792 0.89263813993 -0.883229241664 0.663691073776 4.17659961075e+13 0.815888039046 0.123084736125 0.760103620312 0.252380952381 0.88934072367 60.1673829747 0.152936367876 0.787 0.698989915669 0.07 0.787991354387 2
211.16249.191 -0.0105858444063 0.739121049435 1.54900292962 0.785559692805 0.310616539485 0.624703630684 0.184870956781 0.709099023128 -0.180014285714 0.815038260468 0.349889246445 0.600989803686 0.708429884677 0.813931250829 0.368087272039 0.681502278292 8.78156671067e+13 0.812594901675 0.0754850856132 0.73354177874 0.192857142857 0.780306538196 3.79506641085 0.371428571429 0.593 0.369476409131 0.028 0.777724030789 2
211.16301.73 -0.00567888228528 0.622058286399 0.568819095794 0.591204715231 1.87025368298 0.541088042469 0.453744062459 0.555110409785 -0.496686666667 0.598178226718 1.84737204727 0.523865739936 0.807884064947 0.653431503655 0.484884832458 0.754739009387 3.83524359489e+14 0.800787992002 0.04293749893 0.618740997387 0.406666666667 0.456173375222 5.05613800076 0.220779220779 0.229 0.781818181818 0.0335 0.357478849563 2
211.16419.222 -0.0137041188746 0.885973453248 1.07697665155 0.561813308377 1.35604532798 0.620145935861 0.30989364869 0.630710504687 0.410863157895 0.803914266281 1.38441498944 0.627505388214 0.781647251715 0.671934971131 1.0016594149 0.861387773791 1.27547917764e+14 0.852267246663 0.0847066734295 0.884224263669 0.263157894737 0.797721383086 9.38238272338 0.515033783317 0.577 0.739485630718 0.056 0.642489252993 2
211.16538.130 -0.00365673586866 0.778844262871 0.977885789139 0.706410507139 0.960341848038 0.793132686581 0.330801992431 0.771260908365 -0.355911111111 0.590888662049 1.14820785776 0.774158430035 0.667433853161 0.717670218639 0.057811986388 0.52214350269 4.13488935129e+15 0.50220950552 0.0280429588664 0.779358791191 0.338888888889 0.901908254675 0.513786607182 0.605807711882 0.138 0.402571428571 0.02 0.760932944606 2
211.16591.58 -0.011523342865 0.709164158924 1.37474278171 0.888309678799 1.47467008313 0.872850358447 0.174412457361 0.698443284969 1.0598 0.77245129436 1.66904761051 0.883138763958 0.705064803981 0.718549824605 0.782451209867 0.58614273841 1.76107604494e+14 0.847963760363 0.077172433659 0.717608003694 0.2 0.834503696458 22.3422207298 0.515151439793 0.489 0.824449390946 0.041 0.91498919768 2
211.16766.157 -0.00852602258004 0.386627272696 2.15427473592 0.443052762793 0.141335605487 0.309372915334 0.122077735793 0.323692139203 -0.4551 0.141672316157 0.154134291581 0.315187568079 0.731737318295 0.371971046223 -0.578374623339 0.529909617453 6.66519930984e+12 0.148741922774 0.0647061777657 0.380822096675 0.214285714286 0.196939100861 0.241332314596 0.555555555556 0.391 0.554865858169 0.036 0.419706980753 2
211.16816.33 -0.00741381362172 0.687469574055 1.01345893674 0.821843568205 0.685275285721 0.682172834178 0.284022945031 0.67666922054 -0.477922222222 0.866521216275 0.743753934145 0.697095485229 0.735256182051 0.728305702345 0.859493085885 0.743029961905 7.14023456693e+14 0.854867985889 0.0510272197656 0.688276655683 0.3 0.836759452314 1.30253560361 0.730203700782 0.343 0.758183108093 0.027 0.784994719462 2
212.15675.121 -0.00528566102166 0.818902095962 1.38534602515 0.673656084616 0.836580399371 0.744214311166 0.210160948251 0.520099709705 -0.0665466666667 0.791235760759 1.10526259575 0.73481949497 0.604011355549 0.632043927367 -2.77881141666 0.655837101262 5.82140641872e+15 0.812760987585 0.0387812825311 0.819365812106 0.166666666667 0.644825169682 0.25986959099 -0.0909090909091 0.446 -0.0909090909091 0.0195 0.804509943182 2
212.15681.412 -0.0643012349493 0.588521045802 0.260348808008 0.584986606927 2.79522143739 0.623761388145 1.10977402705 0.65012828186 0.33619047619 0.80260826257 3.00715945645 0.633928688804 0.741758705963 0.774683813486 0.524497505482 0.82227629089 324495672404.0 0.813018639753 0.343362776899 0.558462200034 0.419047619048 0.701155848493 9.44891615347 0.788235294118 1.77 0.451176030937 0.2795 0.496897283694 2
212.15734.4938 -0.0277003179354 0.578295413184 1.24416607756 0.689392207537 -0.22025462073 0.688692279017 0.244097691788 0.638521520383 0.509914285714 0.602888758228 -0.251838506625 0.693896320023 0.697920225539 0.723227062252 1.19184190599 0.675813107957 2.41824418648e+13 0.843300832085 0.167960613989 0.573350488297 0.214285714286 0.700612889945 18.1368507863 0.228521194335 1.684 0.610278710692 0.095 0.686470982707 2
212.15790.340 -0.00617937647283 0.733143745266 1.33140463778 0.892213089994 0.806078090926 0.80621407439 0.278734840776 0.845090940265 0.203647619048 0.685681636767 0.930104944332 0.798170584254 0.691588965825 0.718186880862 0.936545670706 0.635238193112 3.76715481894e+15 0.86696147694 0.0426994031504 0.731925569901 0.261904761905 0.704645615185 6.10057708265 0.152941176471 0.321 0.668632160627 0.0225 0.836218959902 2
212.15843.58 -0.00502327728344 0.774953951186 0.934253991116 0.730621986526 0.916281029597 0.878982541545 0.335105460313 0.770092725154 -0.24381 0.693824801054 1.09403538211 0.873455850257 0.668344254284 0.663995411711 0.573230209981 0.680343404427 3.07892019231e+15 0.541817536937 0.037466339666 0.778584734448 0.345 0.687236085533 0.769442154568 0.297544693967 0.235 0.799346969483 0.0255 0.707330233179 2
212.15851.175 -0.00665443505199 0.638237836119 0.389691513587 0.729107827206 0.171386632069 0.705717227367 0.37599334855 0.729948887831 1.60158947368 0.650528723232 0.189792114265 0.690128928761 0.720612302151 0.624725235062 0.437767345559 0.794212112751 4.8282079145e+14 0.776101754706 0.0498091118077 0.638949208428 0.384210526316 0.766325955507 1.37925355617 0.753846153846 0.219 0.818434111618 0.036 0.516922641895 2
212.16020.57 -0.00173870234739 0.884364683974 1.33890950091 0.745533574431 0.0626712674429 0.758301858594 0.22044115413 0.762755225734 -2.82829047619 0.699160991893 0.089382302091 0.74389309283 0.55952543456 0.915692889574 0.336470292124 0.870282910894 1.5854610477e+17 0.841986960886 0.0161573552171 0.884872125159 0.242857142857 0.896038732509 1.59384446303 0.152941176471 0.13 0.883872996737 0.009 0.724705882353 2
212.16071.186 -0.00773246524093 0.666607566353 1.29215675956 0.777310295476 0.149836091997 0.598102892391 0.264814180139 0.781075855709 0.763925 0.611368404242 0.148751399631 0.606737928712 0.803819000762 0.485687505998 0.584836799433 0.705679595838 9.94984311587e+14 0.837579518469 0.0532966739326 0.666653524733 0.235 0.786240336892 2.91288815658 0.0555555555556 0.387 0.610756604745 0.03 0.668821224269 2
212.16076.102 -0.00571181676641 0.0766154066775 1.94156387314 0.136813331601 0.0575822634287 0.212335675707 0.140321854482 0.0193624341465 -0.415783333333 0.00525917886151 0.0649456279099 0.237997580543 0.707524858792 0.247642426996 -0.110123561471 0.152725651897 2.35616472677e+13 0.20990870385 0.0443187478661 0.0818465285029 0.216666666667 0.0941828254848 5.00137400469 0.25 0.327 1.0 0.0165 0.25 2
212.16076.3964 -0.0152251417154 0.612304815914 1.63585444634 0.786588512758 -0.0236578053317 0.693048776907 0.254547311793 0.863062349173 -1.76804 0.685610249524 -0.0243294841196 0.714052877182 0.775969131195 0.881838971015 -0.492870967446 0.665471278295 4.69810286343e+13 0.849876803186 0.105497214591 0.602322098208 0.29 0.791739916323 0.401801830085 0.885495444295 0.7 0.491940318371 0.067 0.786030801771 2
213.15561.115 -0.004982008443 0.433092787107 0.447482540572 0.428438080915 3.01755370448 0.610178694838 0.420738252078 0.43989905536 -0.471361111111 0.604229285183 3.04827337794 0.576343707171 0.789957972142 0.653057176897 0.198312645463 0.58034579926 8.63906589282e+14 0.729553088495 0.0388500339724 0.436265400347 0.416666666667 0.675130033987 1.74813420291 0.348852849831 0.167 0.703807037487 0.0345 0.752513833522 2
22.4873.3357 -0.00381307820411 0.612907776858 1.17860562615 0.677150105293 1.19713169818 0.677805082357 0.279431000464 0.777269733465 -1.06482307692 0.573997816361 1.33443522145 0.681494242786 0.715891696947 0.80275126398 0.215701369931 0.64981555846 1.23377767257e+15 0.792384037124 0.0278725750741 0.61247250809 0.323076923077 0.624245390012 0.965824665537 0.722222222222 0.131 0.629219246948 0.019 0.533064926651 2
