Amplitude,Beyond1Std,Con,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,Rcs,Skew,SmallKurtosis,Std,StestonK,VariabilityIndex,meanvariance,class
63.29651116653228,27.58620689655172,inf,99.76226473776708,37.087065194313226,57.62711864406779,266.66666666666663,9.220088541375398,6.206132671363872,124.28450142524336,21.76292690475984,13.037723202965571,96.0403749128097,326.41596601190355,Be_lc
5.187759203061363,4.99999999999999,,99.19403536477829,6.534245758865103,21.428571428571427,200.0,0.6274745093321304,6.188886857051292,2.2071497064918884,1.0728256194488668,1.5680711819745417,74.67489319680135,181.386694098987,Be_lc
29.840390200939694,33.33333333333333,,99.44968097491173,30.47923522580513,1.3513513513513526,0.0,27.357918883105512,110.38553964675808,51.70446756562107,25.851415514540697,3.255886780547946,51.906485810360785,131.20195106248204,Be_lc
38.45059703399197,49.99999999999999,,54.109557147725155,8.430438448437522,6.666666666666673,0.0,15.898314321060688,46.218722241507216,58.877657994394596,36.32095159741727,24.866242438069538,35.273617455053966,23.28008381998817,Be_lc
49.203197021505595,4.166666666666671,600.0,99.88822753649248,6.471245406937749,32.142857142857146,1200.0,32.65769764868374,12.130002171630522,120.00960050911672,17.40284763335315,4.402979339865376,99.29948435102304,127.22838700657145,Be_lc
49.20983638158266,62.5,,96.91860112568494,41.91344801956773,8.955223880597025,133.33333333333331,220.67872027312268,51.18100070320722,51.85624578151929,45.0248793934574,3.8442339642786236,63.7466123732928,95.30810209966567,Be_lc
6.286546668932952,6.666666666666673,200.00000000000009,99.65837589347359,30.81896716847477,6.818181818181825,266.66666666666663,7.065587053698483,5.341752908003664,1.185067605577962,3.810272869910962,0.7469436423842842,66.19571715815977,32.749513683833214,Be_lc
23.48340917094609,19.354838709677423,inf,99.56739185736471,5.255939938505083,20.58823529411765,200.0,14.620523065696954,3434.7457159141663,166.17574659251838,13.176892877363992,2.204650409377368,96.7664838405814,29.856242279440075,Be_lc
19.10978859792472,10.256410256410266,,91.1104755466856,13.316619098426271,16.666666666666682,200.0,3.25178711256671,9.68548234744024,31.339796480041095,3.713037158315673,2.172940801235512,88.14148213919106,25.82485157002305,Be_lc
63.419503709141104,19.04761904761905,inf,99.27093958066344,1.517220535390874,50.0,800.0,82.40365830828752,122.54951810314341,96.97555116020014,37.65677580758921,18.41193362139254,89.22266894902597,41.758373488823956,Be_lc
67.02641149123794,42.857142857142854,inf,99.40457001115827,43.680684862926014,37.5,39.99999999999999,31.791275582384955,5.367623874065078,81.68440182970363,44.70036563748455,5.9534915929536165,80.36670748150479,138.2980949444275,Be_lc
73.96051364795774,119.04761904761904,inf,98.69302555547732,32.69010393633141,64.91228070175438,66.66666666666666,76.38401360056616,194.65220643544862,116.22976944014786,50.43785291492813,14.083594004829305,91.37061301387402,91.39928629735334,Be_lc
42.57196078802917,4.99999999999999,,93.6344954223612,2.026229724711747,13.333333333333329,200.0,9.10663305325636,192.79654605009318,264.0326012103615,15.472589062057118,2.3457021636546194,54.77982969987026,30.719196238459702,Be_lc
70.82354044055828,73.6842105263158,inf,99.85293347978028,20.49264189702216,76.3888888888889,480.00000000000006,72.05680391212056,385.3156281735647,102.4118036393231,40.54589898750235,21.694026524722354,99.3894646575684,44.42284831400076,Be_lc
67.95976334872431,94.11764705882351,,97.3010478364805,2.091005330812561,62.19512195121951,600.0,65.13533619623989,102.34825724536292,104.63618992480707,38.908164216851674,32.3356625770342,86.81208633246588,8.431072498425799,Be_lc
69.85526237345695,26.086956521739122,,99.4304527707441,15.797374627909472,44.44444444444446,333.33333333333337,26.211632955736253,174.56158172461156,110.6528085534633,40.39005258725147,9.583802389561825,95.74162205499628,202.14690570326744,Be_lc
71.22315160931845,107.69230769230772,inf,99.96822027927857,20.182139223126143,69.87951807228916,800.0,23.389287516147064,77.51563234385608,99.3225423072923,38.81339446344563,32.12840609066838,95.78134456377913,1006.7295971888148,Be_lc
54.352917296677845,17.39130434782609,,95.02882690721563,27.174778332992393,35.714285714285715,66.66666666666667,28.411378594805587,691.598997081237,110.26635801625366,23.591111002210326,9.197031444992724,75.11654591783139,43.917886157846745,Be_lc
22.223770294588622,12.903225806451607,,93.4958719667098,4.739091398757909,30.76923076923077,200.00000000000009,4.730022735907407,3.3213629486654948,26.749274901367983,6.588168575486194,1.9558394814780582,81.93226221895318,8.624247694661952,Be_lc
57.424259189238384,4.347826086956525,inf,98.7994069368196,34.33519415400642,20.3125,66.66666666666666,47.70083890004772,69.0646135870827,72.81257373536847,28.791325271467574,7.053987691508214,91.75618483628617,84.35355414761091,Be_lc
0.0004232491628983556,0.0,,59.301170104117496,1.3365176112764798,0.0,0.0,0.6265896655471797,1.6986628838791529,0.5861077433930236,0.021137892232677175,0.13032102475182347,0.4932678868418725,3.9826823353352654,CEPH
4.857782406620288,0.0,,56.49136893853166,0.09766066365943156,5.263157894736847,0.0,5.8813427062307815,4.643446841975313,3.9770348840993686,3.2762550082453283,0.15394883392566933,4.081333195115874,5.9692218733310485,CEPH
0.3724228419605686,4.255319148936162,,12.456539976313055,1.64916790589672,8.000000000000009,0.0,11.23155162197386,8.439072053433186,5.3863571054798784,3.204880642402457,0.9139896561242852,1.1398176186107911,22.112820533872476,CEPH
0.03140146411480302,0.0,,74.78217272149267,4.053315700927499,4.99999999999999,0.0,12.098727632008073,1.8400595334000232,2.6949443431804614,1.849170951153676,0.6450487454083302,9.237728411022207,16.43203193854497,CEPH
1.2509042768150112,8.163265306122446,,42.60453504506451,2.070817157594837,7.142857142857128,0.0,3.687804323429686,7.063085032706742,2.7456984671115983,3.267112905082899,0.2369183108602801,7.283248658003713,9.019762173251165,CEPH
0.7806297008322078,0.0,,0.4997997599010152,0.8120106427735873,0.0,0.0,0.102203677567449,0.3927807816158555,0.0481433314994964,0.12044273906436605,0.008987343248295391,0.05009234438419153,0.6712240172621596,CEPH
0.04095142576483145,5.357142857142862,,64.78513562644612,4.764626163362026,4.166666666666658,0.0,0.6567364074637428,8.701690604750747,1.7447157832508406,3.2969286767057984,0.2961522223115335,4.971270172020787,3.326842309541264,CEPH
13.426683991678876,2.6315789473684235,,99.5290716295217,7.030907460670849,7.500000000000008,0.0,10.061374449836183,48.88234585915575,252.68766979772755,7.370112031714539,1.6717846892479178,2.077254704640291,25.687562057131085,CEPH
2.183554024630162,4.347826086956525,,0.7265437178089067,8.653963093298547,4.761904761904753,0.0,3.925050422860839,12.115064726755008,5.688400625361947,3.2267225053516544,0.2916303309091397,7.111358566785108,17.707980469168703,CEPH
