Amplitude,AndersonDarling,Autocor_length,Beyond1Std,Con,Eta_e,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC
-57.997084,248.777867,2.101208,0.671173,-46.681684,0.090804,1.0,-0.113547,1.636157,0.66927,0.673122,0.012853,0.642247,0.622352,0.644501,0.278772,1.26118,-0.013332,-0.033333,2.0,0.335213,0.010679
-34.590336,211.280249,3.135662,0.688096,-12.608286,0.080069,0.999964,-0.091006,1.581688,0.772682,0.687297,0.002571,0.74228,0.623692,0.680307,0.296675,1.137537,-0.049467,-0.1,2.0,0.395458,0.008899
-84.878045,271.644709,1.750468,0.706242,-28.271629,0.0928,0.987466,-0.091931,2.026111,0.747444,0.698939,0.010283,0.436313,0.589086,0.603581,0.314578,1.177126,-0.020837,0.166667,2.0,0.377161,0.008899
-132.028873,290.413223,1.487888,0.698185,-77.052782,0.089628,0.794579,-0.061645,1.980522,0.849951,0.668739,0.0,0.314018,0.604093,0.590793,0.29156,1.118582,-0.00784,-0.033333,2.0,0.413184,0.007119
-91.412265,260.199393,1.51164,0.681018,-59.631441,0.106524,0.99005,-0.104308,1.896623,0.769163,0.697385,0.0,0.535604,0.603053,0.570332,0.306905,1.127092,-0.010113,0.166667,2.0,0.388308,0.008899
-32.168062,234.398479,1.689468,0.679921,-14.229975,0.120742,0.999887,-0.058754,1.776403,0.774647,0.681358,0.002571,0.348967,0.631518,0.644501,0.283887,1.226363,-0.044379,-0.1,2.0,0.393063,0.008899
-100.433616,305.657322,1.642039,0.67799,446.519297,0.082217,0.998992,-0.088287,1.703057,0.749629,0.648602,0.002571,0.513557,0.601039,0.621483,0.317136,1.167621,0.001346,-0.1,2.0,0.373874,0.007119
-68.487293,221.299388,2.782925,0.690122,-37.010821,0.085067,0.998446,-0.114574,1.646265,0.849206,0.700372,0.010283,0.609911,0.619186,0.636829,0.286445,1.218354,-0.01673,0.033333,2.0,0.438934,0.007119
-52.306719,269.208485,3.295283,0.675883,-19.160714,0.0795,0.999995,-0.097836,1.832075,0.717318,0.699739,0.007712,0.806282,0.57796,0.68798,0.28133,1.105681,-0.030164,0.166667,2.0,0.358279,0.008899
-351.329474,261.068989,2.367293,0.662645,28.468353,0.092097,0.999954,-0.076135,1.804716,0.69112,0.681516,0.002571,0.308915,0.596645,0.662404,0.2711,1.211281,0.020958,0.1,2.0,0.3388,0.008899
-47.869933,242.094974,1.218814,0.70905,-9.441334,0.076955,0.21299,-0.064813,1.684362,0.741131,0.651151,0.0,0.311071,0.585184,0.55243,0.317136,1.115271,-0.061981,-0.166667,2.0,0.374271,0.007119
-57.545116,294.762204,0.481361,0.686218,-20.096303,0.09138,0.943191,-0.043362,1.747013,0.790683,0.665085,0.0,0.276008,0.589103,0.488491,0.329923,1.081068,-0.029314,0.166667,2.0,0.405773,0.008899
-64.437767,246.14545,2.072023,0.705913,-77.83057,0.06744,0.991955,-0.077278,1.745814,0.762054,0.686687,0.002571,0.564921,0.606399,0.606138,0.289003,1.162457,-0.007791,-0.1,2.0,0.390911,0.007119
-39.749887,255.253248,1.071178,0.695903,-13.032297,0.08534,0.99444,-0.096355,1.710165,0.810296,0.708853,0.012853,0.501124,0.627708,0.547315,0.299233,1.278187,-0.048166,0.1,2.0,0.407677,0.008899
-36.68568,203.123006,2.292183,0.684494,-44.742929,0.091326,0.999956,-0.070229,1.596255,0.766227,0.670189,0.002571,0.718348,0.605317,0.603581,0.317136,1.101986,-0.013529,-0.033333,2.0,0.396322,0.008899
-615.307481,233.808076,2.387403,0.692682,-15.667184,0.115325,0.993716,-0.015489,1.609724,0.780175,0.680211,0.002571,0.579088,0.612541,0.624041,0.289003,1.145109,-0.039097,0.1,2.0,0.396296,0.008899
-59.923932,207.761721,2.29221,0.694167,-10.293298,0.092205,0.945821,-0.037988,1.818265,0.714365,0.697789,0.0,0.551105,0.574684,0.624041,0.299233,1.140145,-0.055831,-0.033333,2.0,0.355811,0.008899
-67.46582,213.659159,2.888765,0.706955,-26.630414,0.087639,0.968873,-0.046578,1.5934,0.786948,0.717617,0.002571,0.690622,0.581281,0.624041,0.296675,1.095214,-0.021828,0.166667,2.0,0.397802,0.008899
-111.705966,227.752454,4.859466,0.681666,-22.79579,0.10388,1.0,-0.067038,1.432731,0.785161,0.657722,0.002571,1.053044,0.58959,0.68798,0.253197,1.128904,-0.025864,-0.166667,2.0,0.398137,0.008899
-40.558062,241.182031,0.601709,0.721091,-24.715375,0.099036,0.986453,-0.060432,1.434761,0.72406,0.670152,0.002571,0.31111,0.597077,0.565217,0.304348,1.174522,-0.024158,-0.033333,2.0,0.368159,0.008899
-27.080774,269.05973,0.838374,0.688861,-27.879474,0.09564,0.998188,-0.06296,1.899649,0.748433,0.698668,0.005141,0.423376,0.594279,0.554987,0.294118,1.126197,-0.021316,0.166667,2.0,0.380074,0.008899
-76.639602,238.794636,3.373343,0.703889,57.396504,0.107798,0.999644,-0.114995,1.898859,0.782226,0.715572,0.0,0.802189,0.606201,0.616368,0.317136,1.12881,0.010562,-0.033333,2.0,0.397109,0.008899
-38.637949,271.777555,3.464368,0.679132,-14.987482,0.089437,0.998803,-0.069634,1.635339,0.823612,0.68359,0.0,0.721154,0.621535,0.659847,0.299233,1.146357,-0.04147,0.1,2.0,0.394844,0.008899
-75.448003,236.84229,0.885716,0.691462,-26.526267,0.101074,0.348237,-0.029844,1.797969,0.795281,0.696672,0.0,0.258801,0.600272,0.549872,0.314578,1.118395,-0.022629,-0.033333,2.0,0.406849,0.008899
-84.362622,233.68538,3.9807,0.675018,-27.018995,0.101252,1.0,-0.063888,1.595027,0.685589,0.699775,0.002571,0.94942,0.600083,0.667519,0.286445,1.170738,-0.02221,0.166667,2.0,0.346655,0.007119
-120.201297,228.34247,3.815494,0.67098,-25.396009,0.112263,0.996878,-0.051822,1.635999,0.764366,0.695364,0.002571,0.736809,0.595947,0.703325,0.29156,1.100805,-0.023466,0.1,2.0,0.383715,0.008899
-46.684024,245.645322,2.098587,0.706052,-26.698661,0.125407,0.998219,-0.033339,1.800211,0.777062,0.719152,0.005141,0.594661,0.590872,0.590793,0.289003,1.072513,-0.022131,0.166667,2.0,0.376774,0.008899
-44.995623,225.704885,1.816063,0.716269,-29.745207,0.08245,0.99838,-0.09541,1.749811,0.754965,0.669623,0.007712,0.492971,0.589352,0.641944,0.294118,1.107785,-0.019813,0.166667,2.0,0.368282,0.008899
-107.066862,229.61612,1.002779,0.694374,-30.963045,0.072258,0.586212,-0.058481,1.767084,0.739671,0.690355,0.005141,0.241714,0.561311,0.578005,0.31202,1.09933,-0.018128,0.166667,2.0,0.365498,0.008899
-42.940209,266.266036,1.717523,0.65922,-10.071609,0.081642,0.999438,-0.074959,1.822803,0.678418,0.701878,0.002571,0.266072,0.561475,0.657289,0.286445,1.047117,-0.055748,0.233333,2.0,0.333666,0.010679
-36.990132,228.413323,2.1659,0.706701,-19.104279,0.11978,0.99954,-0.093937,1.646284,0.713373,0.668637,0.0,0.615854,0.561363,0.59335,0.319693,1.041928,-0.029384,0.1,2.0,0.37003,0.008899
-35.604339,220.911072,2.843506,0.683484,-11.253771,0.086802,1.0,-0.073839,1.517589,0.672686,0.691551,0.007712,0.832384,0.603608,0.641944,0.28133,1.159974,-0.053636,0.033333,2.0,0.335408,0.008899
-70.309891,245.711462,1.280442,0.689159,-18.569397,0.098157,0.92628,-0.050124,1.838519,0.795753,0.683183,0.002571,0.329506,0.604552,0.58312,0.283887,1.191387,-0.032556,0.1,2.0,0.395975,0.008899
